"price","bedrooms","bathrooms","addr"
"3,800","4","2","501 E 118th St #5A"
"3,575","1","2","461 Avenue Of The Americas #1A"
"7,000","3","2","110 W 86th St #11A"
"3,200","1","1","230 E 79th St #3E"
"1,900","1","3","338 E 53rd St #2A"
"9,500","3","1","6 W 14th St #4A"
"3,050","1","1","200 E 87th St #14A"
"2,875","1","1","480 Central Park W #5A"
"6,000","3","2","155 E 75th St #3W"
"3,000","1","1","339 E 57th St #5E"
"3,200","1","1","230 E 79th St #10E"
"3,250","2","1","14 Bedford St #8"
"3,162","3","1","512 E 80th St #7-A"
"2,500","1","1","150 W 73rd St #5"
"4,295","1","1","310 Greenwich St #31032E"
"8,500","3","2","15 W 55th St #7B"
"4,395","1","1","1 Irving Pl #V26C"
"4,895","2","1","40 Harrison St #403K"
"5,200","1","1","20 Pine St #2505"
"8,000","3","2","200 Riverside Blvd #15A"
"4,895","1","1","80 N Moore St #8014K"
"5,095","2","1","40 Harrison St #403D"
"3,500","1","3","133 W 22nd St #11A"
"18,000","3","3","250 West St #9G"
"6,495","2","2","40 Harrison St #4024H"
"9,250","2","2","505 Greenwich St #1B"
"3,395","1","1","40 Harrison St #TH328A"
"2,600","2","1","206 E 124th St #4B"
"4,000","2","2","352 W 110th St #9C"
"3,295","1","3","30 Christopher St #4A"
"3,466","1","1","1501 Lexington Ave #6KK"
"7,200","2","2","416 W 52nd St #719"
"3,075","4","1","517 W 180th St #20"
"3,750","1","1","311 E 71st St #6F"
"3,795","1","1","10 Barclay St #22D"
"2,995","2","1","79 Clinton St #2AK"
"3,300","2","1","330 E 58th St #2F"
"2,595","1","1","248 W 102nd St #4A"
"2,250","1","1","14 Orchard St #5D"
"8,045","4","2","915 W End Ave #601"
"2,350","1","1","646 10th Ave #4A"
"2,650","2","1","320 E 92nd St #4RE"
"2,875","1","4","10 Christopher St #6A"
"2,750","1","1","245 W 51st St #512"
"2,200","1","4","157 E 85th St #4C"
"3,500","3","1","9 Cabrini Blvd #4C"
"5,600","2","2","555 W 23rd St #N5F"
"2,150","1","1","307 E 81st St #3FW"
"5,083","3","2","350 E 13th St #6"
"2,695","1","1","178 7th Ave #D3"
"2,550","1","1","120 E 90th St #4J"
"8,250","2","2","101 W 79th St #29B"
"2,750","1","1","159 W 75th St #1-F"
"2,595","1","1","122 Allen St #4"
"7,695","4","2","115 W 73rd St #9D"
"3,808","3","1","405 E 12th St #7"
"7,500","2","2","134 E 93rd St"
"4,795","1","1","310 Greenwich St #31014G"
"2,645","1","3","15 Park Row #21H"
"3,495","2","1","474 9th Ave #3D"
"19,000","1","4","77 Mercer St"
"3,095","2","1","357 W 37th St #4B"
"3,995","2","1","114 Ridge St #5A"
"4,700","2","2","315 Riverside Dr #1B"
"5,300","2","2","303 Greenwich St #5H"
"3,615","1","1","15 Park Row #25F"
"3,550","2","1","412 W 25th St #1D"
"15,750","2","2","55 Thompson St #701"
"8,250","2","2","188 E 70th St #23A"
"2,350","1","1","329 E 83rd St #3C"
"3,200","2","1","148 W 17th St #2B"
"1,900","1","3","330 E 49th St #TH3"
"3,200","2","1","1 Cabrini Blvd #1B"
"5,150","2","2","235 W End Ave #4F"
"3,650","1","1","429 E 52nd St #31J"
"3,600","1","1","16-18 Charles St #3N"
"3,500","2","1","1 Cabrini Blvd #1-A"
"2,250","2","1","541 W 156th St #5"
"3,700","1","1","429 E 52nd St #35A"
"4,300","3","1","351 E 12th St #PARLOR"
"2,750","1","4","410-412 W 22nd St #5F"
"7,187","5","3","478 Central Park W #7D"
"3,320","2","1","1413 York Ave #8"
"2,395","1","1","504 E 88th St #1-A"
"3,500","1","1","400 E 90th St #12A"
"6,950","1","2","130 W 19th St #7C"
"5,995","4","3","1568 2nd Ave #5SPH"
"7,450","3","2","260 W End Ave #14A"
"1,995","2","1","537 W 133rd St #3"
"3,117","2","1","516 W 162nd St #5-B"
"18,000","4","3","191 Chrystie St #5"
"6,000","1","1","150 W 56th St #6105"
"4,308","1","1","85 4th Ave #3EE"
"3,750","1","1","188 E 64th St #1504"
"1,995","1","3","151 E 81st St #A3"
"2,750","2","2","155 E 108th St #1"
"2,600","3","1","112 Madison St #6"
"2,395","2","1","2159 1st Ave #5B"
"4,400","2","1","65 E 7th St #4"
"2,450","1","1","412 E 50th St #4A"
"2,695","3","1","557 W 144th St #5D"
"1,795","1","3","1812 2nd Ave #3RN"
"4,000","3","2","137 W 83rd St #2W"
"1,900","1","1","155 E 108th St #2B"
"4,195","1","1","271 W 11th St #4B"
"6,950","1","1","14 W 9th St #3"
"4,000","2","1","340 W 89th St #2F"
"2,075","1","1","444 E 78th St #17"
"36,000","4","4","50 West St #58-B"
"3,500","2","1","19 W 89th St #4R"
"2,400","1","4","230 Riverside Dr #17F"
"2,200","1","3","409 E 81st St #4D"
"3,400","2","1","803 9th Ave #4-S"
"15,900","5","4","145 E 81st St"
"9,500","3","2","200 E 61st St #18DE"
"3,095","2","1","240 E 21st St #5RE"
"3,500","1","1","43 W 9th St #4R"
"4,150","2","1","5 W 91st St #2A"
"3,350","2","1","5 Saint Marks Pl #4"
"5,795","2","2","184 Lexington Ave #6B"
"3,025","1","4","145 W 58th St #11F"
"26,000","3","3","505 W 19th St #5W"
"2,699","1","4","199 Bowery #6E"
"4,500","2","1","160 Bleecker St #5CE"
"7,000","2","2","250 W 90th St #2H"
"1,999","2","1","206 W 148th St #2Q"
"3,500","3","1","1 Cabrini Blvd #4E"
"2,800","1","4","165 Christopher St #5Q"
"2,200","1","4","454 W 34th St #8D"
"4,500","2","1","200 E 84th St #2H"
"2,395","2","1","414 E 119th St #2RE"
"6,417","1","1","50 West St #34A"
"3,950","1","1","400 E 54th St #9G"
"6,600","2","2","22 E 36th St #9-B"
"3,100","1","1","118 E 4th St #16"
"3,800","3","2","90 Pinehurst Ave #5C"
"4,200","3","2","1 Cabrini Blvd #3F"
"3,200","1","1","120 E 4th St #3J"
"3,800","3","2","90 Pinehurst Ave #1C"
"3,600","1","1","150 W 51st St #1906"
"4,800","2","1","194 E 2nd St #3J"
"6,700","3","2","117 Beekman St #3E"
"6,325","3","2","310 Greenwich St #3104L"
"11,495","3","3","55 Wall St #520"
"2,375","1","1","131 W 75th St #5B"
"2,400","2","1","523 W 141st St #4"
"4,800","2","2","150 E 57th St #9E"
"15,000","2","2","520 W 28th St #17"
"3,800","1","1","150 W 51st St #1509"
"5,595","2","1","40 Harrison St #TH336A"
"4,995","1","1","254 Park Ave S #11P"
"2,541","1","1","484 E 74th St #8"
"3,995","3","1","106 Fulton St #7-C"
"22,000","3","3","390 W End Ave #7J"
"2,595","2","1","204 Saint Nicholas Ave #6"
"5,100","4","1","336 W 47th St #4C"
"2,699","1","1","64 W 69th St #2A"
"2,199","1","4","79 W 127th St #4C"
"3,195","1","1","200 W 108th St #16B"
"2,287","1","1","52 W 88th St #3R"
"2,850","1","1","407 E 81st St #4B"
"3,495","1","1","222 E 3rd St #3D"
"5,400","2","2","30 Waterside Plz #300128"
"2,395","1","4","215 E 66th St #2151"
"2,800","1","4","145 E 48th St #10G"
"11,500","1","2","122 Greenwich Ave #6A"
"4,150","3","2","209 E 10th St #2"
"5,194","2","1","201 E 86th St #18F"
"3,850","1","1","10 Waterside Plz #100568"
"4,800","3","1","26 Thompson St #3A"
"2,950","1","1","409 E 6th St #4D"
"4,733","2","2","30 Waterside Plz #300008"
"4,633","2","2","10 Waterside Plz #92"
"5,770","2","2","155 W 21st St #8H"
"6,000","1","2","421 W 54th St #5A"
"2,333","1","4","10 Waterside Plz #60"
"7,685","2","2","105 Duane St #24094"
"5,600","1","1","1214 5th Ave #30527"
"2,700","1","1","74 Irving Pl #R2"
"27,500","4","3","200 E 69th St #PHF"
"2,850","1","4","30 Waterside Plz #300598"
"2,650","1","1","302 W 87th St #93"
"2,400","1","4","5 Tudor City Pl #2008"
"1,325","1","1","33 Arden St #52"
"3,550","1","1","241 E 86th St #4C"
"3,100","1","1","33 W 63rd St #5E"
"17,190","4","4","400 E 84th St #25354"
"3,376","2","1","26 Vandam St #GN"
"2,391","1","4","210 E 47th St #3E"
"1,575","1","1","520 W 174th St #5-D"
"2,495","1","1","2103 Frederick Douglass Blvd #4B"
"2,195","1","4","W 101st St and Amsterdam Ave"
"2,499","1","4","157 E 18th St #4C"
"2,500","1","4","25 Tudor City Pl #1118"
"8,500","3","3","W 79th St and Amsterdam Ave"
"2,550","1","4","25 Tudor City Pl #402"
"7,380","3","2","70 Battery Pl #704"
"5,500","2","2","635 W 42nd St #30F"
"2,500","1","4","25 Tudor City Pl #1607"
"19,000","3","3","351 E 51st St #L6D"
"3,575","3","1","243 Henry St #17"
"6,000","2","2","270 W 17th St #3B"
"12,000","2","2","15 W 67th St #1ME"
"2,995","3","1","550 Audubon Ave #22"
"5,000","3","1","240 Lafayette St #3"
"3,995","2","1","36 W 75th St #3B"
"4,500","2","1","135 E 54th St #15E"
"3,200","1","4","3 Sheridan Sq #4N"
"4,300","1","1","385 1st Ave #11F"
"5,500","1","1","133 W 22nd St #4C"
"3,225","1","4","100 John St #2508"
"3,990","1","2","145 E 48th St #31A"
"6,995","2","2","36 Dominick St #2"
"5,100","3","1","245 E 30th St #55"
"2,390","1","4","330 E 49th St #5F"
"9,500","3","3","207 E 83rd St #2"
"2,725","3","1","228 E 116th St #24"
"4,150","1","1","200 W End Ave #8M"
"2,300","1","4","243 W End Ave #906"
"4,400","2","1","345 W 87th St #BR"
"2,500","2","1","867 W 181st St #1C"
"30,000","1","2","130 W 44th St #LIBRARY"
"10,875","3","3","310 E 9th St #3"
"3,600","1","1","117 E 57th St #21E"
"12,900","2","2","92 Greene St #3A"
"3,575","1","4","116 Central Park S #9E"
"3,655","1","1","560 W 43rd St #26D"
"7,250","2","2","7 E 74th St #GARDEN"
"9,995","2","2","45 Park Ave #2"
"2,845","2","1","326 E 4th St #1A"
"3,250","1","1","301 W 57th St #14F"
"3,695","2","1","209 E 25th St #B"
"7,400","2","2","300 Mercer St #6J"
"4,750","3","2","630 1st Ave #32NN"
"3,845","1","1","428 W 44th St #GARDEN"
"2,850","1","4","210 E 47th St #4E"
"2,500","1","1","236 E 47th St #23D"
"3,350","1","4","110 Central Park S #2C"
"3,450","2","1","407 W 51st St #1F"
"1,925","2","1","132 Seaman Ave #5A"
"6,350","1","1","302 W 12th St #10F"
"3,808","3","1","405 E 12th St #4"
"4,500","2","1","150 E 49th St #8B"
"6,900","2","2","475 Park Ave #8D"
"4,800","1","1","39 E 29th St #7D"
"3,450","2","2","456 W 167th St #5E"
"4,800","3","1","1465 3rd Ave #C"
"2,350","1","1","132 E 96th St #4A"
"15,950","2","2","45 E 22nd St #28B"
"2,150","1","1","208 E 6th St #39"
"3,320","2","1","1413 York Ave #4"
"2,550","1","1","14 W 88th St #1A"
"2,355","1","4","25 Clinton St #401"
"2,100","1","1","509 E 77th St #5L"
"3,895","1","1","200 W 26th St #3G"
"4,750","3","1","440 E 6th St #3B"
"3,495","1","1","331 E 14th St #2D"
"9,450","1","4","24 E 39th St #SUPQ"
"75,000","2","2","130 W 44th St #DIRECTOR"
"3,050","1","1","67 W 85th St #4B"
"2,212","2","1","152 W 124th St #2"
"3,850","3","1","220 E 85th St #2W"
"4,100","1","1","952 5th Ave #7B"
"3,995","2","1","346 E 65th St #2B"
"3,150","2","1","247 Broome St #2D"
"2,550","1","4","347 W 57th St #21E"
"3,700","1","1","70 E 12th St #12C"
"3,550","1","1","27 E 63rd St #1BC"
"30,000","1","2","130 W 44th St #MANHATTAN"
"6,100","2","2","425 E 13th St #4C"
"1,875","1","1","411 E 118th St #25"
"5,999","3","2","37 W 89th St #4"
"3,999","2","1","65 E 3rd St #2"
"2,700","1","4","330 E 46th St #8C"
"2,567","1","1","340 E 61st St #2B"
"2,850","1","4","121 E 23rd St #4G"
"3,853","1","1","35 W 33rd St #23F"
"2,650","2","1","29 Clinton St #2B"
"2,700","1","4","330 E 46th St #9M"
"1,875","1","1","411 E 118th St #39"
"8,500","2","2","50 West St #50D"
"1,875","1","1","411 E 118th St #31"
"2,350","2","1","1672 Park Ave #1B"
"7,560","3","2","915 W End Ave #1206"
"2,795","1","1","284 E 10th St #4D"
"3,799","1","1","180 Water St #2012"
"3,495","2","1","370 Columbus Ave #4R"
"3,295","2","1","185 Avenue C #3E"
"29,000","3","5","1 Central Park S #2011"
"3,200","2","1","1270 5th Ave #7L"
"2,049","1","1","137 E 110th St #4RW"
"2,000","1","4","308 W 98th St #GF"
"3,600","1","1","80 Jane St #1"
"3,995","1","1","200 W 26th St #909"
"2,375","2","1","137 E 110th St #5FW"
"15,000","3","3","16 Warren St #5"
"5,041","3","2","50 E 3rd St #1A"
"6,500","2","2","229 W 60th St #6H"
"8,433","4","2","579 Broadway #3B"
"1,550","1","4","302 E 3rd St #2D-4"
"9,700","4","2","447 W 22nd St #2"
"3,483","2","1","7 Cornelia St #E5"
"2,995","1","1","221 E 23rd St #1"
"2,795","1","1","529 Broome St #29"
"6,200","1","1","800 5th Ave #32A"
"1,950","1","4","237 E 59th St #2N"
"2,750","1","4","8 Jones St #6C"
"4,950","1","2","460 W 20th St #2H"
"5,495","2","2","121 Reade St #4B"
"13,500","3","3","2 River Ter #7J"
"2,050","2","1","521 W 168th St #6"
"4,175","1","1","121 Reade St #2C"
"4,500","1","1","105 Norfolk St #10C"
"5,795","3","1","176 E 3rd St #6F"
"4,222","1","1","252 W 76th St #9D"
"6,695","1","2","666 Greenwich St #404"
"5,500","3","1","14 E 23rd St #4A"
"2,995","1","4","184 Thompson St #2V"
"2,900","1","4","111 3rd Ave #15F"
"3,700","1","1","35 E 38th St #9C"
"3,250","1","1","W 86th St and Columbus Ave"
"2,500","1","4","25 Leroy St #4"
"3,450","1","1","201 W 77th St #11FF"
"12,500","2","2","22 Mercer St #4A"
"2,100","1","1","414 E 11th St #10"
"4,800","3","1","127 W 82nd St #7A"
"2,750","1","1","211 Avenue A #27"
"3,600","1","1","135 W 58th St #3B"
"9,000","3","2","203 W 90th St #7A"
"3,000","1","1","220 E 82nd St #2FE"
"6,500","4","3","203 W 107th St #1A"
"10,000","3","3","125 W 22nd St #5B"
"2,495","1","1","120 E 102nd St #1A"
"4,250","2","1","724 10th Ave #1A"
"3,350","2","1","W 86th St and Columbus Ave"
"3,450","2","1","W 86th St and Columbus Ave"
"3,295","1","1","W 86th St and Columbus Ave"
"6,500","2","2","199 Bowery #7D"
"3,200","1","1","345 W 21st St #2D"
"3,695","1","1","W 86th St and Columbus Ave"
"3,950","2","1","349 E 52nd St #5R"
"3,100","2","2","2601 Frederick Douglass Blvd #6A"
"3,600","1","1","117 W 13th St #59"
"4,100","2","1","17 Greenwich Ave #9"
"2,650","1","1","400 E 87th St #3"
"4,800","3","2","305 E 56th St #5"
"3,400","2","1","3rd Ave and E 57th St"
"1,650","1","1","133 Fort George Ave #3C"
"4,425","2","1","312 11th Ave #16K"
"8,250","3","3","365 W End Ave #9C"
"3,195","1","1","W 86th St and Columbus Ave"
"10,000","2","2","32 W 9th St"
"6,670","2","2","795 Columbus Ave #10A"
"5,175","2","2","312 11th Ave #11L"
"3,500","1","1","141 E 56th St #4"
"3,300","2","1","877 10th Ave #4"
"3,870","1","1","210 E 39th St #603"
"2,462","1","1","175 Orchard St #3"
"3,550","1","1","200 Rector Pl #L33"
"8,820","3","3","130 W 30th St #6C"
"4,500","2","2","155 W 81st St #4"
"3,495","1","1","50 W 97th St #2D"
"4,110","1","4","105 Duane St #24048"
"4,195","1","4","75 Wall St #33A"
"12,500","6","2","W 17th St and 5th Ave"
"3,145","2","1","276 W 119th St #5A"
"3,295","2","2","444 Manhattan Ave #3P"
"1,875","1","1","411 E 118th St #24"
"2,400","2","1","114 E 122nd St #9H"
"1,995","1","4","211 W 117th St #3B"
"2,700","2","1","1752 1st Ave #4A"
"4,733","1","1","245 E 80th St #11C"
"2,320","1","5","320 E 65th St #208"
"6,100","2","2","15 William St #30I"
"3,530","2","1","300 W 10th St #5B"
"4,900","1","1","845 United Nations Plz #12G"
"5,500","1","1","354 Bowery #3"
"7,500","2","2","322 W 57th St #24S"
"4,785","2","2","235 E 44th St #11E"
"2,550","2","1","7 E 117th St #3"
"14,000","1","2","831 Broadway #4A"
"3,500","1","5","299 W 12th St #11B"
"3,400","1","5","106 Central Park S #17L"
"4,395","2","2","226 E 70th St #6E"
"11,700","2","3","845 United Nations Plz #53C"
"4,689","1","1","245 E 80th St #8C"
"4,216","2","2","236 E 47th St #12C"
"4,850","1","1","56 7th Ave #16J"
"4,650","1","1","21 E 1st St #203"
"12,000","3","3","168 E 74th St #5-A"
"17,000","3","2","50 Bond St #3"
"10,000","4","2","347 E 62nd St"
"2,450","1","1","517 E 77th St #6O"
"3,800","1","1","65 E 80th St #GRNDFL"
"15,000","4","4","525 E 80th St #4F"
"3,560","1","1","915 W End Ave #904"
"2,850","1","1","231 E 31st St #3B"
"3,000","1","1","42 Grove St #4B"
"2,750","1","5","148 E 28th St #4E"
"4,846","1","1","200 E 11th St #801"
"8,445","3","2","915 W End Ave #901"
"19,000","3","3","30 Park Pl #61B"
"1,900","1","5","220 E 87th St #4D"
"2,795","2","1","429 E 65th St #7"
"6,995","1","5","56 Leonard St #8CEA"
"8,350","2","2","14 E 4th St #813"
"5,395","2","2","200 Riverside Blvd #G17"
"11,900","2","3","845 United Nations Plz #54C"
"3,300","2","1","61 E 3rd St #16"
"3,380","1","1","915 W End Ave #906"
"4,950","1","5","25 W Houston St #5B"
"3,451","1","1","1700 York Ave #6J"
"3,145","1","1","210 W 16th St #4H"
"2,750","1","1","111 E 79th St #4-A"
"3,117","1","1","59 E 3rd St #1B"
"3,300","2","1","61 E 3rd St #21"
"3,208","1","1","61 E 3rd St #24"
"6,461","1","1","138 West Broadway #4THFL"
"6,000","4","3","626 10th Ave #3E"
"1,625","1","1","3848 Sickles St #2J"
"2,900","1","5","400 E 54th St #30H"
"4,600","2","1","212 E 70th St #4C"
"3,300","3","1","609 W 137th St #3"
"4,795","2","1","303 10th Ave #10G"
"2,900","1","5","80 Park Ave #3L"
"3,553","1","5","240 Central Park S #14G"
"3,500","1","1","61 E 3rd St #23"
"2,496","1","1","248 W 105th St #2I"
"7,500","2","2","520 W 22nd St #2"
"3,500","1","1","18 E 13th St #4"
"3,400","1","1","212 E 47th St #27E"
"5,800","2","1","35 W 26th St #4"
"2,495","1","5","76 W 82nd St #2C"
"1,750","1","5","1571 3rd Ave #3FS"
"2,750","1","1","600 W 111th St #4E"
"5,000","2","1","146 E 49th St #6B"
"2,950","1","1","245 E 54th St #7N"
"2,800","1","1","220 E 26th St #1K"
"2,250","1","5","44 E 63rd St #3D"
"6,950","2","1","165 Duane St #6B"
"2,500","1","1","753 9th Ave #3A"
"7,330","2","2","1214 5th Ave #30595"
"3,400","2","1","119 Avenue A #5C"
"3,975","2","1","342 W 21st St #6C"
"2,495","2","1","104 W 96th St #28"
"2,700","1","1","1743 1st Ave #9B"
"2,450","1","5","222 E 35th St #3G"
"2,850","1","1","452 W 36th St #2FE"
"3,200","1","5","415 E 37th St #26D"
"3,250","1","1","400 E 54th St #31H"
"1,900","1","1","345 W 145th St #14A4"
"4,624","2","2","33 W End Ave #F19"
"8,158","4","2","120 Riverside Dr #5EX"
"2,300","1","5","17 W 64th St #6E"
"2,950","2","2","2790 Broadway #5F"
"2,200","1","5","123 E 83rd St #5D"
"3,300","1","1","400 E 70th St #307"
"2,500","1","5","333 E 30th St #17G"
"3,400","1","1","300 Albany St #7C"
"3,000","1","5","227 Mulberry St #5A"
"2,625","1","1","98 Christopher St #17"
"2,800","1","5","77 Perry St #1B"
"3,500","1","1","323 W 96th St #1004"
"5,250","2","2","444 Central Park W #5E"
"3,400","4","1","554 W 148th St #21"
"5,000","3","2","414 W 44th St #4C"
"2,295","1","1","414 W 49th St #4A"
"9,999","4","3","215 W 90th St #2B"
"6,495","2","1","64 Bank St #4"
"2,475","2","1","620 E 11th St #14"
"2,100","1","5","239 E 77th St #3B"
"5,709","3","2","70 W 93rd St #7017F"
"3,375","1","1","323 W 96th St #409"
"9,000","3","3","330 E 38th St #39IJ"
"2,850","1","1","325 E 10th St #F1B"
"2,250","1","1","440 3rd Ave #5F"
"5,995","3","3","108 E 96th St #11D"
"2,450","1","5","1100 Madison Ave #2H"
"7,065","1","2","1 Union Sq S #29862"
"2,950","1","1","360 W 34th St #6-V"
"8,305","2","2","530 W 30th St #36973"
"3,700","1","1","392 Central Park W #20K"
"9,995","2","2","43 Charles St #3F"
"3,877","1","5","160 Madison Ave #41H"
"4,950","1","1","502 Park Ave #11F"
"4,500","2","2","200 E 90th St #5E"
"12,750","3","3","203 E 13th St #2AB"
"5,500","2","2","150 W 51st St #2117"
"3,500","2","1","990 Avenue Of The Americas #14B"
"4,500","1","1","502 Park Ave #16A"
"3,000","1","5","200 Central Park S #16L"
"2,059","1","5","206 E 70th St #2A"
"4,695","1","1","300 Mercer St #34K"
"3,325","3","1","235 W 63rd St #5A"
"3,195","1","1","21 1st Ave #34"
"3,300","3","1","2027 1st Ave #5"
"2,300","2","1","2054 Adam Clayton Powell Jr Blvd #4D"
"6,000","2","2","170 E 87th St #W18H"
"2,150","1","5","514 E 5th St #15"
"3,250","4","1","191 Claremont Ave #44"
"6,495","3","2","242 E 72nd St #14C"
"3,850","2","1","332 E 84th St #F1"
"3,500","1","1","110 E 57th St #7F"
"1,950","1","1","10 E 138th St #2H"
"2,100","2","1","1500 Amsterdam Ave #53"
"2,295","1","1","978 2nd Ave #10"
"9,995","2","2","1 Morton Sq #4DEA"
"3,200","2","1","233 W 115th St #1A"
"5,850","1","2","24 W 45th St #5"
"2,550","2","1","175 W 107th St #10B"
"11,500","2","2","111 W 67th St #41D"
"4,618","1","1","41 W 72nd St #PHA"
"3,200","1","1","56 Pine St #11A"
"7,475","3","2","321 W 110th St #19C"
"2,950","1","1","407 W 54th St #2E"
"2,000","2","1","546 W 146th St #65"
"2,567","1","1","340 E 61st St #4D"
"2,350","1","1","339 E 65th St #3-A"
"5,833","2","2","350 3rd Ave #2B"
"10,015","2","2","240 Central Park S #15B"
"7,000","3","2","333 E 43rd St #808"
"3,000","2","1","630 1st Ave #22A"
"3,150","3","1","522 W 157th St #3"
"2,150","1","1","10 W 135th St #11U"
"4,200","1","1","417 E 60th St #1C"
"4,350","3","1","36 Saint Marks Pl #1"
"5,240","1","1","205 E 92nd St #29546"
"3,523","1","1","560 W 43rd St #32L"
"5,495","3","1","E 19th St and Park Ave S"
"2,350","1","5","422 E 12th St #4C"
"5,449","3","1","71 Leonard St #5"
"3,150","1","1","333 E 75th St #4-G"
"22,000","2","3","56 Crosby St #4B"
"15,950","2","2","210 Central Park S #24D"
"4,675","1","1","530 W 30th St #36893"
"2,750","2","1","781 9th Ave #5N"
"2,600","1","1","543 E 5th St #2"
"2,180","1","5","512 E 5th St #11"
"3,942","3","1","156 Columbus Ave #5S"
"5,800","4","2","350 E 52nd St #7G"
"2,150","1","5","542 W 153rd St #101"
"2,350","1","5","246 W 22nd St #15"
"7,395","1","2","95 Horatio St #204"
"14,500","3","3","640 Broadway #3A"
"2,400","1","1","401 E 90th St #5N"
"4,295","1","1","34 Desbrosses St #524"
"4,300","2","1","80 Beekman St #5H"
"3,195","1","1","301 W 57th St #3AA"
"5,995","2","1","261 W 25th St #1C"
"2,800","1","1","315 E 58th St #3A"
"2,995","1","1","250 E 50th St #1B"
"5,900","2","2","147 W 79th St #6"
"4,700","2","1","328 W 14th St #4"
"1,925","1","5","156 Orchard St #1F"
"4,000","3","1","23 Avenue A #4R"
"6,290","2","2","1 River Pl #2012"
"3,100","1","1","235 E 35th St #2B"
"5,500","3","2","312 2nd Ave #3"
"6,095","2","2","80 N Moore St #8032H"
"3,850","1","1","310 Greenwich St #31036E"
"6,495","2","2","80 N Moore St #8026C"
"6,395","2","2","40 Harrison St #4033B"
"4,100","1","1","W 14th St and 6th Ave"
"2,400","1","5","343 E 30th St #19G"
"3,250","1","5","41 River Ter #303"
"3,395","1","1","100 Riverside Blvd #6T"
"3,150","1","5","271 W 47th St #51C"
"2,262","1","5","11 Waverly Pl #4E"
"5,330","2","2","80 N Moore St #8036L"
"3,700","1","5","41 River Ter #1008"
"3,689","1","1","40 Harrison St #408E"
"2,445","2","1","17 W 125th St #4K"
"2,895","2","1","243 W 63rd St #5F"
"4,450","3","2","20 Avenue A #3C"
"3,475","1","5","34 Desbrosses St #215"
"3,625","1","1","145 W 71st St #6A"
"3,250","1","1","347 W 57th St #6B"
"7,000","3","2","175 W 88th St #1"
"7,995","2","2","45 Christopher St #4B"
"3,495","1","1","106 Central Park S #8O"
"6,395","3","2","952 Columbus Ave #6A"
"7,900","2","2","444 W 19th St #401"
"3,999","2","1","80 N Moore St #8011D"
"2,495","2","1","3161 Broadway #5D"
"11,000","3","2","40 W 17th St #3B"
"2,700","1","1","315 E 58th St #5A"
"3,000","1","1","35 W 8th St #2R"
"2,300","1","5","105 Lexington Ave #2C"
"3,100","1","5","14 W 69th St #11"
"3,000","1","5","101 W 23rd St #6C"
"4,300","1","1","14 W 69th St #XII"
"5,900","1","1","16 W 19th St #7E"
"4,000","2","1","420 E 55th St #7E"
"3,200","2","1","34 Saint Marks Pl #20"
"6,300","2","2","14 W 68th St #12"
"2,400","1","6","120 E 64th St #4F"
"2,450","1","1","234 E 58th St #10"
"2,450","1","1","234 E 58th St #9"
"2,450","1","1","234 E 58th St #12"
"2,600","2","1","844 Amsterdam Ave #2R"
"4,675","2","1","250 W 85th St #15D"
"2,450","1","6","353 E 78th St #11D"
"2,000","1","6","321 E 91st St #2B"
"4,500","1","1","160 Bleecker St #10KW"
"2,175","1","5","254 E 33rd St #3N"
"2,600","1","6","35 E 38th St #2J"
"9,200","3","2","38 W 26th St #7A"
"6,800","2","2","123 Washington St #49F"
"2,887","1","6","50 W 93rd St #507N"
"3,895","2","1","210 E 25th St #2FW"
"3,750","3","1","221 E 35th St #1FW"
"3,450","1","1","424 W End Ave #1003"
"5,500","2","2","219 E 69th St #2D"
"5,500","3","2","1485 5th Ave #19C"
"6,200","2","2","210 E 65th St #21J"
"4,800","2","2","201 W 77th St #7E"
"2,295","1","1","2100 2nd Ave #12"
"2,990","1","5","540 W 49th St #210-N"
"2,700","1","1","117 E 37th St #6C"
"3,595","1","1","250 Mott St #22"
"2,795","2","2","2100 2nd Ave #11"
"2,695","2","1","2100 2nd Ave #6"
"2,995","3","2","2100 2nd Ave #27"
"4,995","1","6","416 E 13th St #6F"
"2,195","1","6","237 E 2nd St #2C"
"2,395","1","1","2100 2nd Ave #1"
"6,200","2","2","217 W 14th St #2FE"
"6,000","4","3","350 Manhattan Ave #4E"
"1,600","1","6","248 Wadsworth Ave #1E"
"2,795","2","1","1378 York Ave #4C"
"2,695","2","1","2100 2nd Ave #28"
"3,050","1","1","19 W 69th St #1103"
"4,200","1","1","85 E End Ave #2K"
"2,750","1","6","201 W 74th St #9A"
"3,200","2","1","1590 York Ave #3A"
"6,295","3","2","121 Madison Ave #1B"
"5,500","4","2","50 Manhattan Ave #2G"
"2,100","1","1","534 E 83rd St #4C"
"2,975","2","1","160 Claremont Ave #5F"
"2,300","1","6","402 E 74th St #1C"
"4,995","4","2","1457 3rd Ave #5N"
"2,295","1","1","138 E 112th St #3F"
"2,995","1","1","622 W End Ave #4W"
"6,500","1","1","25 Central Park W #14K"
"2,425","1","6","163 W 73rd St #3W"
"2,795","1","1","120 E 102nd St #4A"
"3,400","1","1","106 E 17th St #4R"
"2,750","2","1","360 W 119th St #4B"
"5,150","3","2","201 E 4th St #6"
"2,725","1","6","107 Saint Marks Pl #2A"
"2,200","1","6","112 W 72nd St #10C"
"3,900","1","6","10 Charles St #3-A"
"3,500","1","1","349 E 52nd St #2F"
