price,bedrooms,bathrooms,addr,lat,lng
"5,300",2,2,166 2nd Ave #14K,40.7299087,-73.9863282
"2,890",2,1,124 Macdougal St #11,40.7299197,-74.0002677
"1,975",1,1,439 E 13th St #REAR1,40.7299328,-73.9813432
"2,495",2,1,304 E 11th St #5C,40.729935,-73.985899
"5,500",2,1,407 E 12th St #4FNW,40.7299733,-73.9828281
"3,350",2,1,37 Bedford St #A,40.7299746,-74.0041372
"3,590",2,1,126 Macdougal St #5B,40.7299757,-74.0002154
"3,590",2,1,126 Macdougal St #3B,40.7299757,-74.0002154
"2,990",1,1,126 Macdougal St #4D,40.7299757,-74.0002154
"2,690",1,1,126 Macdougal St #3C,40.7299757,-74.0002154
"1,915",2,1,Mercer St and Waverly Pl,40.7299926,-73.99408
"3,799",3,1,430 E 13th St #F66,40.7300261,-73.9819945
"2,100",1,1,430 E 13th St #REAR8,40.7300261,-73.9819945
"4,799",3,1,430 E 13th St #GR1,40.7300261,-73.9819945
"5,000",4,1,430 E 13th St #GRF1,40.7300261,-73.9819945
"7,845",3,3,62 Leroy St #2BC,40.730048,-74.0052699
"3,450",2,1,200 1st Ave #8,40.7300543,-73.9832243
"3,150",2,1,202 1st Ave #8J,40.73009,-73.9831033
"8,500",2,2,21 Astor Pl #9A,40.7301016,-73.9917072
"3,250",1,1,45 Carmine St #1B,40.7301018,-74.0038203
"3,095",1,1,416 E 13th St #3D,40.7301356,-73.9824143
"4,995",1,6,416 E 13th St #6F,40.7301356,-73.9824143
"3,300",2,1,219 Avenue A #5-R,40.7301415,-73.9807172
"2,650",1,1,11 Waverly Pl #4L,40.7301485,-73.9940771
"3,370",2,1,11 Waverly Pl #11F,40.7301485,-73.9940771
"2,193",1,4,11 Waverly Pl #8L,40.7301485,-73.9940771
"3,370",2,1,11 Waverly Pl #5A,40.7301485,-73.9940771
"2,216",1,4,11 Waverly Pl #6M,40.7301485,-73.9940771
"3,992",2,1,11 Waverly Pl #3C,40.7301485,-73.9940771
"6,100",2,2,425 E 13th St #4C,40.7301722,-73.9818933
"3,050",1,5,1 Astor Pl #4J,40.7302222,-73.9924149
"3,050",1,2,1 Astor Pl #5E,40.7302222,-73.9924149
"3,975",1,1,1 Astor Pl #4,40.7302222,-73.9924149
"3,150",1,1,305 E 11th St #1G,40.7302378,-73.9856274
"4,495",1,1,300 Mercer St #23H,40.7302424,-73.9934923
"4,150",1,2,300 Mercer St #31I,40.7302424,-73.9934923
"4,350",1,1,300 Mercer St #24A,40.7302424,-73.9934923
"5,995",2,1,300 Mercer St #21N,40.7302424,-73.9934923
"7,400",2,2,300 Mercer St #6J,40.7302424,-73.9934923
"4,395",1,1,300 Mercer St #31B,40.7302424,-73.9934923
"3,695",1,1,53 Leroy St #2C,40.7303118,-74.0050031
"3,695",1,1,53 Leroy St #5B,40.7303118,-74.0050031
"6,083",4,2,351 E 12th St #3,40.7303392,-73.9837256
"4,300",3,1,351 E 12th St #PARLOR,40.7303392,-73.9837256
"4,350",3,1,349 E 12th St #1,40.7303587,-73.9838278
"4,695",3,1,203 1st Ave #2,40.7303678,-73.9836078
"2,895",1,1,25 Minetta Ln #4L,40.7303853,-74.0014854
"3,200",1,1,25 Minetta Ln #5J,40.7303853,-74.0014854
"4,250",1,1,25 Minetta Ln #4D,40.7303853,-74.0014854
"3,395",1,1,51 Leroy St #2A,40.730408,-74.0050399
"3,395",1,1,51 Leroy St #5A,40.730408,-74.0050399
"4,500",1,1,23 Waverly Pl #4P,40.7304294,-73.9943766
"2,000",1,3,13 Carmine St #14,40.7305918,-74.0023867
"3,400",1,1,125 Macdougal St #4A,40.7306014,-74.0001954
"9,200",2,2,60 E 8th St #29E,40.7306031,-73.9930165
"5,100",2,1,60 E 8th St #22A,40.7306031,-73.9930165
"5,195",1,1,60 E 8th St #8C,40.7306031,-73.9930165
"5,750",1,1,60 E 8th St #20M,40.7306031,-73.9930165
"3,000",2,1,11 Carmine St #4B,40.7306153,-74.0022989
"2,950",1,1,48 Bedford St #1A,40.7306344,-74.004212
"5,500",3,2,42 Morton St #3A,40.730638,-74.0052296
"3,395",1,1,245 E 11th St #4K,40.73065,-73.9866858
"8,433",5,2,E 13th St and 1st Ave,40.7306517,-73.9830602
"3,000",1,1,302 E 12th St #8,40.7306589,-73.9855067
"15,500",2,2,54 Morton St #1,40.7306678,-74.0057358
"4,995",2,1,222 E 11th St #4,40.730676,-73.987674
"5,550",3,2,222 E 11th St #2CDJ,40.730676,-73.987674
"7,150",4,2,352 E 13th St #1,40.7306876,-73.9836578
"7,290",4,2,352 E 13th St #5,40.7306876,-73.9836578
"2,500",1,4,25 Leroy St #4,40.7307053,-74.0040298
"3,250",1,1,25 Leroy St #17,40.7307053,-74.0040298
"7,667",5,2,350 E 13th St #7,40.7307129,-73.983725
"7,667",5,2,350 E 13th St #3,40.7307129,-73.983725
"5,083",3,2,350 E 13th St #6,40.7307129,-73.983725
"1,895",1,2,220 1st Ave #3,40.7307318,-73.9827539
"4,000",4,2,346 E 13th St #10,40.7307479,-73.9838237
"5,400",4,2,346 E 13th St #1B,40.7307479,-73.9838237
"5,100",3,2,354 E 13th St #2,40.7307505,-73.9835312
"1,850",1,2,222 1st Ave #5,40.7308232,-73.982653
"2,250",1,1,340 E 13th St #16,40.7308289,-73.9840337
"2,100",1,1,29 7th Ave S #4A,40.7308299,-74.0041407
"2,550",2,1,326 E 13th St #12,40.730938,-73.984365
"5,400",3,2,353 E 13th St #7,40.7309522,-73.9832944
"3,600",1,1,55 Morton St #4F,40.7309732,-74.0058531
"2,500",1,2,227 E 11th St #1R,40.7309827,-73.9873399
"4,892",1,1,200 E 11th St #1001,40.7310011,-73.9884508
"4,662",1,1,200 E 11th St #203,40.7310011,-73.9884508
"6,195",3,2,317 Avenue Of The Americas #2,40.7310336,-74.0017391
"3,392",1,1,447 Hudson St #3R,40.7311103,-74.0069618
"2,650",1,5,232 E 12th St #3F,40.7311137,-73.9866652
"2,690",1,2,232 E 12th St #6D,40.7311137,-73.9866652
"6,295",3,2,321 Avenue Of The Americas #2,40.7311186,-74.0016763
"2,350",1,1,14 Morton St #3R,40.7311281,-74.0036833
"7,000",2,2,55 E 8th St #29FJ,40.7311439,-73.9934292
"4,495",1,1,85 E 10th St #6M,40.7311448,-73.9895774
"2,395",1,1,213 E 11th St #4C,40.7311708,-73.9877315
"3,650",1,1,10 Morton St #2E,40.731173,-74.0035589
"3,300",1,1,10 Morton St #6A,40.731173,-74.0035589
"5,500",3,2,231 1st Ave #3F,40.7311787,-73.9830962
"3,250",1,1,329 E 13th St #1B,40.7312593,-73.9839767
"2,450",1,2,20 Cornelia St #15,40.7312758,-74.0019894
"2,950",1,1,259 Bleecker St #13,40.7313644,-74.0028464
"3,595",1,1,77 Barrow St #1FW,40.7313778,-74.0058282
"3,795",1,1,455 Hudson St #12,40.731408,-74.006992
"2,495",1,2,455 Hudson St #15,40.731408,-74.006992
"5,700",1,1,199 2nd Ave #2,40.7314267,-73.9859898
"2,650",1,1,233 E 12th St #GF,40.7314603,-73.9863992
"2,000",1,1,338 E 14th St #ONEC,40.7314898,-73.9835131
"12,268",6,3,201 2nd Ave #2,40.7315011,-73.9859749
"18,750",4,3,2 Cornelia St #10045,40.7315806,-74.0014486
"6,950",2,2,2 Cornelia St #202,40.7315806,-74.0014486
"3,299",1,1,332 E 14th St #B1,40.7316074,-73.9837704
"3,300",1,1,332 E 14th St #1B,40.7316074,-73.9837704
"2,950",1,1,332 E 14th St #A1,40.7316074,-73.9837704
"5,195",3,1,280 Bleecker St #4,40.7317095,-74.0034676
"4,350",1,1,72 Barrow St #6N,40.73173,-74.006111
"30,000",7,3,215 E 12th St,40.7317437,-73.9871385
"3,500",2,1,7 Cornelia St #3E,40.7317632,-74.0016345
"5,250",2,1,201 E 12th St #204,40.731792,-73.9875908
"2,675",1,1,5 Cornelia St #5D,40.7317948,-74.0015065
"2,850",1,1,5 Cornelia St #5A,40.7317948,-74.0015065
"7,400",2,2,30 E 9th St #5G,40.7318026,-73.9939553
"2,995",2,1,236 E 13th St #2362,40.7318183,-73.9863998
"1,200",4,2,5th Ave and Washington Mews,40.7318599,-73.9966598
"18,500",2,2,1 5th Ave #MEWS,40.731903,-73.9961919
"4,995",1,1,138 E 12th St #4J,40.731905,-73.988551
"4,325",1,5,138 E 12th St #7F,40.731905,-73.988551
"20,000",3,4,96 Barrow St,40.731923,-74.007295
"5,094",2,1,10 Jones St #5K,40.7319601,-74.002091
"4,895",1,1,10 Jones St #5J,40.7319601,-74.002091
"5,650",2,1,10 Jones St #6B,40.7319601,-74.002091
"7,750",1,1,2 5th Ave #2S,40.7319904,-73.9970649
"2,795",1,2,8 Jones St #1B,40.731994,-74.001926
"2,695",1,2,8 Jones St #1C,40.731994,-74.001926
"2,750",1,4,8 Jones St #6C,40.731994,-74.001926
"3,495",1,1,331 E 14th St #2D,40.7320223,-73.9834691
"5,425",2,2,666 Greenwich St #533,40.7320632,-74.0079593
"5,175",2,2,666 Greenwich St #608,40.7320632,-74.0079593
"6,695",1,2,666 Greenwich St #404,40.7320632,-74.0079593
"8,375",2,1,666 Greenwich St #752,40.7320632,-74.0079593
"4,795",2,2,666 Greenwich St #438,40.7320632,-74.0079593
"6,725",1,2,666 Greenwich St #801,40.7320632,-74.0079593
"3,300",1,1,54 Barrow St #4C,40.7321038,-74.0048703
"3,400",1,1,54 Barrow St #5F,40.7321038,-74.0048703
"4,400",1,1,130 Barrow St #318,40.732106,-74.009248
"30,000",5,4,88 Bedford St,40.732144,-74.0051283
"12,000",2,2,2 Jones St #402,40.7321792,-74.00184
"3,495",1,1,223 2nd Ave #3H,40.7322005,-73.9853909
"2,495",1,5,223 2nd Ave #3O,40.7322005,-73.9853909
"2,314",1,6,223 2nd Ave #6D,40.7322005,-73.9853909
"2,400",1,1,317 E 14th St #4B,40.7322087,-73.9840159
"2,500",1,1,235 E 13th St #5I,40.7322362,-73.9862485
"5,595",2,2,235 E 13th St #6C,40.7322362,-73.9862485
"4,400",2,1,235 E 13th St #3L,40.7322362,-73.9862485
"2,950",1,1,315 E 14th St #5A,40.7322398,-73.9840884
"5,200",3,2,230 E 14th St #A,40.7324446,-73.9861261
"5,150",3,2,Bedford St and Grove St,40.7324601,-74.0054566
"2,550",1,2,21 E 9th St #3-A,40.7325061,-73.9945561
"3,750",1,1,9 Barrow St #2L,40.7325499,-74.0022409
"5,350",3,2,121 E 12th St #LE,40.7325574,-73.9889978
"31,000",4,3,13 E 9th St #1,40.7326043,-73.9949107
"6,500",1,1,13 E 9th St #3REAR,40.7326043,-73.9949107
"4,995",3,2,226 E 14th St #4D,40.7326152,-73.9862061
"3,200",1,1,22 W 8th St #3J,40.7326287,-73.9976676
"8,500",2,2,126 Waverly Pl #2E,40.7326682,-73.9999112
"3,700",1,1,70 E 12th St #6C,40.7327347,-73.9903844
"3,700",1,1,70 E 12th St #12C,40.7327347,-73.9903844
"9,800",3,2,20 5th Ave #15,40.732785,-73.9963495
"8,800",2,2,20 5th Ave #6C,40.732785,-73.9963495
"6,500",2,1,20 5th Ave #14,40.732785,-73.9963495
"2,900",1,4,111 3rd Ave #15F,40.7328283,-73.9871869
"4,300",2,1,67 E 11th St #602,40.7328393,-73.9917229
"9,800",3,2,5th Ave and E 9th St,40.7328437,-73.9959437
"3,750",1,1,239 E 14th St #3R,40.7328492,-73.9853808
"3,250",1,1,3 Sheridan Sq #4M,40.7328654,-74.0026261
"3,700",1,1,3 Sheridan Sq #4J,40.7328654,-74.0026261
"3,200",1,4,3 Sheridan Sq #4N,40.7328654,-74.0026261
"4,225",1,1,Christopher St and Greenwich St,40.732866,-74.0075286
"3,700",1,7,19 W 8th St #7,40.7328835,-73.9974172
"5,000",1,1,12 E 10th St #GARDEN,40.7329494,-73.9947556
"4,350",1,1,147 Christopher St #4B,40.7329578,-74.0078559
"5,395",2,2,110 Bedford St #2A,40.732961,-74.0056651
"16,000",3,3,123 3rd Ave #17,40.7329664,-73.9869729
"3,950",1,7,8 W 9th St #7,40.7329985,-73.9966865
"2,500",1,6,130 Christopher St #6,40.733002,-74.006148
"4,700",1,1,139 Christopher St #2EE,40.733018,-74.0071685
"5,500",2,1,139 Christopher St #2W,40.733018,-74.0071685
"3,900",1,1,165 Christopher St #2A,40.7330223,-74.0089528
"3,000",1,1,165 Christopher St #LV,40.7330223,-74.0089528
"2,390",1,8,165 Christopher St #1P,40.7330223,-74.0089528
"5,600",3,1,29 5th Ave #A,40.7330821,-73.9953577
"3,800",1,1,77 E 12th St #2D,40.7330899,-73.9902743
"4,195",1,1,690 Greenwich St #5F,40.7330974,-74.0075987
"2,750",1,1,223 E 14th St #32,40.7331146,-73.9860812
"4,395",2,1,102 Christopher St #2A,40.7331361,-74.0047952
"7,300",4,2,211 E 14th St #5RJ,40.7331584,-73.9861641
"3,995",1,1,211 E 14th St #11A,40.7331584,-73.9861641
"6,000",2,1,127 4th Ave,40.7331655,-73.9897102
"5,865",3,2,131 Christopher St #2A,40.7331756,-74.0067516
"2,795",1,1,98 Christopher St #2,40.7331915,-74.0046683
"2,625",1,1,98 Christopher St #17,40.7331915,-74.0046683
"4,795",1,1,20 W 9th St #3F,40.7331945,-73.9971811
"22,000",3,3,20 W 9th St #1,40.7331945,-73.9971811
"3,100",1,1,207 E 14th St #2C,40.7332341,-73.9863498
"2,995",1,1,207 E 14th St #2B,40.7332341,-73.9863498
"14,402",3,2,24 5th Ave #1132,40.7332414,-73.9963068
"4,500",1,1,24 5th Ave #324,40.7332414,-73.9963068
"2,950",1,1,24 5th Ave #1611,40.7332414,-73.9963068
"3,095",1,4,24 5th Ave #427,40.7332414,-73.9963068
"2,995",1,3,24 5th Ave #1020,40.7332414,-73.9963068
"2,750",1,1,205 E 14th St #4C,40.733273,-73.9864411
"3,750",2,1,92 Christopher St #4W,40.7332773,-74.0045328
"8,750",3,3,44 E 12th St #PHE,40.7332979,-73.9918353
"4,500",1,1,44 E 12th St #5E,40.7332979,-73.9918353
"8,950",2,2,10 Sheridan Sq #10CD,40.7333149,-74.0022336
"3,300",1,5,10 Sheridan Sq #4B,40.7333149,-74.0022336
"2,500",1,1,84 Christopher St #2F,40.7333558,-74.0037119
"3,600",1,1,82 Christopher St #3A,40.7333617,-74.0036267
"3,529",2,1,82 Christopher St #21AJ,40.7333617,-74.0036267
"4,308",3,1,160 Waverly Pl #10,40.7333694,-74.0014136
"2,875",1,2,40 E 12th St #6B,40.7333705,-73.9920318
"4,695",2,2,119 Christopher St #22,40.7333804,-74.0055634
"3,995",1,1,113 Christopher St #5C,40.7334011,-74.0053423
"7,595",1,1,34 W 9th St #3,40.7334201,-73.9977457
"3,095",1,1,95 Christopher St,40.7334252,-74.0046859
"3,621",2,1,164 Waverly Pl #2C,40.7334331,-74.001535
"4,125",2,1,164 Waverly Pl #5C,40.7334331,-74.001535
"10,000",2,2,32 W 9th St,40.7334459,-73.9976241
"2,500",1,3,210 E 15th St #7E,40.7334856,-73.9860349
"25,000",5,3,13 Gay St,40.7335585,-74.000337
"3,620",2,1,91 Christopher St #3,40.7335896,-74.0041211
"3,478",2,1,89 Christopher St #6F,40.7336034,-74.004034
"2,495",1,1,85 Christopher St #4A,40.7336336,-74.0038524
"2,995",1,1,30 Christopher St #2H,40.733711,-74.000924
"3,200",1,1,30 Christopher St #3A,40.733711,-74.000924
"3,295",1,3,30 Christopher St #4A,40.733711,-74.000924
"10,000",2,2,831 Broadway #4B,40.7337508,-73.9913044
"28,000",3,3,831 Broadway,40.7337508,-73.9913044
"26,000",2,2,37 E 12th St #AT3,40.733819,-73.9920228
"25,000",3,2,37 E 12th St #6,40.733819,-73.9920228
"2,995",1,1,39 Christopher St #5C,40.7339022,-74.0015554
"3,750",2,1,39 Christopher St #5A,40.7339022,-74.0015554
"3,234",3,2,15 E 11th St,40.7339077,-73.9942229
"3,700",1,1,221 W 10th St #5BJ,40.7339422,-74.0049781
"6,500",1,1,45 Christopher St #12G,40.7339733,-74.0018494
"6,200",1,1,45 Christopher St #16F,40.7339733,-74.0018494
"2,600",1,6,31 E 12th St #4B,40.733975,-73.992395
"3,550",2,1,35 Christopher St #4A,40.733979,-74.00147
"3,500",2,1,35 Christopher St #1A,40.733979,-74.00147
"7,600",2,2,194 W 10th St #2B,40.7339807,-74.0035786
"5,450",1,1,239 W 10th St #4A,40.7340022,-74.0057022
"4,495",2,1,190 W 10th St #4B,40.7340328,-74.0034111
"19,000",2,1,134 Charles St #PHA,40.7340482,-74.0078135
"3,700",1,1,228 W 4th St #17,40.7340486,-74.0031546
"3,599",1,2,52 E 13th St #4A,40.7341074,-73.9917585
"2,800",1,1,177 Waverly Pl #3,40.7341658,-74.0010926
"4,695",1,1,1 Christopher St #4A,40.7341766,-74.000004
"3,950",1,1,45 5th Ave #10A,40.7341815,-73.9945925
"8,120",2,2,1 Union Sq S #29971,40.7341994,-73.9900714
"7,065",1,2,1 Union Sq S #29862,40.7341994,-73.9900714
"14,171",2,2,1 Union Sq S #30003,40.7341994,-73.9900714
"10,395",2,2,534 Hudson St #6A,40.7342561,-74.0058885
"14,200",3,1,31 W 10th St #6,40.7342844,-73.99695
"6,234",2,2,26 W 11th St #G,40.7343289,-73.9962419
"7,500",4,2,145 E 15th St #12,40.7343312,-73.9869747
"3,400",1,1,145 E 15th St #6,40.7343312,-73.9869747
"5,867",1,1,28 W 11th St #B,40.7343658,-73.9963055
"4,100",2,1,17 Greenwich Ave #9,40.7343981,-74.0001136
"4,995",1,1,51 5th Ave #9D,40.7344021,-73.9943645
"11,500",2,2,166 Perry St #4B,40.7344795,-74.0093558
"12,500",2,2,166 Perry St #2C,40.7344795,-74.0093558
"47,000",8,9,135 E 15th St,40.7345122,-73.9874442
"3,800",2,2,350 E 19th St #3B,40.7345278,-73.9809981
"2,850",1,1,151 W 10th St #4,40.7346177,-74.0011899
"3,800",1,1,317 E 18th St #6A,40.7346328,-73.9821257
"6,200",3,1,537 Hudson St #7,40.7346497,-74.0061576
"3,650",1,1,72 Charles St #2W,40.7346591,-74.0034993
"6,250",3,2,153 W 10th St,40.734665,-74.001289
"3,175",1,2,720 Greenwich St #7L,40.7346977,-74.0073648
"3,950",1,1,720 Greenwich St #2J,40.7346977,-74.0073648
"2,995",1,3,720 Greenwich St #5L,40.7346977,-74.0073648
"3,100",1,1,142 E 16th St #2C,40.7346986,-73.9868592
"3,800",1,1,103 Charles St #5FE,40.7347217,-74.0055677
"8,000",2,2,305 2nd Ave #713,40.7347266,-73.9836328
"3,975",1,1,91 Charles St #2W,40.7347465,-74.005194
"19,500",3,3,31 W 11th St #6A,40.7347533,-73.9961974
"3,500",1,1,18 E 13th St #4,40.7347629,-73.9932594
"5,585",1,1,56 W 11th St #PHE,40.734796,-73.9973044
"3,895",1,1,1 Irving Pl #V7E,40.7348011,-73.9890846
"2,950",1,4,1 Irving Pl #P17I,40.7348011,-73.9890846
"3,250",1,4,1 Irving Pl #U15H,40.7348011,-73.9890846
"4,500",1,1,1 Irving Pl #V7D,40.7348011,-73.9890846
"4,400",1,1,1 Irving Pl #V8B,40.7348011,-73.9890846
"2,950",1,1,1 Irving Pl #V19I,40.7348011,-73.9890846
"6,000",1,1,1 Irving Pl #G19D,40.7348011,-73.9890846
"4,395",1,1,1 Irving Pl #V26C,40.7348011,-73.9890846
"3,950",1,1,1 Irving Pl #U10D,40.7348011,-73.9890846
"4,000",1,1,1 Irving Pl #G7H,40.7348011,-73.9890846
"2,185",1,1,310 2nd Ave #2,40.7348375,-73.9828207
"3,500",1,1,167 Perry St #6A,40.7348837,-74.0095303
"5,500",3,2,312 2nd Ave #3,40.7348855,-73.9827862
"9,750",2,2,22 Greenwich Ave #1,40.7348982,-73.9998409
"5,295",1,1,115 W 10th St #3,40.7349146,-73.9994202
"3,400",1,1,200 E 17th St #3-B,40.7349252,-73.9855834
"7,395",3,2,70 W 11th St #3W,40.7349389,-73.9978159
"2,930",2,1,324 E 19th St #B1,40.7349446,-73.9817527
"2,930",2,1,324 E 19th St #B,40.7349446,-73.9817527
"2,995",1,1,316 E 19th St #3,40.7349877,-73.9821
"3,195",1,1,26 Greenwich Ave #4F,40.7349954,-73.9999271
"2,695",1,2,26 Greenwich Ave #1A,40.7349954,-73.9999271
"8,600",3,2,145 E 16th St #18H,40.735007,-73.9863155
"3,100",1,1,145 E 16th St #15J,40.735007,-73.9863155
"2,900",1,1,339 E 19th St #1B,40.7350181,-73.9812907
"1,750",1,2,49 W 11th St #19,40.7350242,-73.996913
"6,250",1,1,10 Charles St #4B,40.7350755,-74.0008505
"6,199",2,2,34 W 12th St #PH,40.7350791,-73.9959863
"9,995",2,2,43 Charles St #3F,40.7350793,-74.0029139
"11,995",2,2,43 Charles St #3,40.7350793,-74.0029139
"16,995",2,2,423 West St #EXECPH2,40.7350853,-74.0098392
"9,995",1,1,423 West St #LOFT7,40.7350853,-74.0098392
"16,995",3,2,423 West St #EXECPH1,40.7350853,-74.0098392
"3,050",1,1,108 Perry St #4C,40.7351391,-74.0060246
"2,950",1,1,78 W 11th St #6,40.7351482,-73.9980751
"3,300",2,1,117 Perry St #19,40.7351601,-74.0067227
"1,995",1,1,346 E 20th St #1A,40.7351706,-73.9804569
"4,995",2,2,222 E 18th St #1F,40.7351737,-73.9843674
"5,100",2,2,222 E 18th St #GARDEN,40.7351737,-73.9843674
"3,950",1,1,28 E 14th St #4BJ,40.7351971,-73.9924049
"5,100",3,2,317 2nd Ave #6,40.7351984,-73.9832312
"2,000",1,1,105 E 15th St #58,40.7352154,-73.9890602
"40,000",5,5,19 W 12th St,40.735245,-73.995351
"3,575",1,2,461 Avenue Of The Americas #1A,40.7353195,-73.9985524
"2,495",1,1,58 Perry St #3RW,40.7353649,-74.003481
"1,900",1,2,20 E 14th St #6R,40.7353732,-73.9926828
"2,800",1,1,20 E 14th St #5F,40.7353732,-73.9926828
"3,595",1,1,560 Hudson St #1,40.7355376,-74.0057436
"3,200",1,1,28 Perry St #BW,40.7355377,-74.0021886
"2,800",1,5,77 Perry St #1B,40.7355501,-74.0044367
"15,500",4,3,359 W 11th St #5AB,40.7355796,-74.009065
"14,000",4,3,359 W 11th St #2AB,40.7355796,-74.009065
"5,042",1,1,82 W 12th St #5D,40.7356712,-73.9975026
"4,250",1,1,222 E 19th St #12A,40.7356886,-73.9838548
"3,695",1,1,245 E 19th St #5H,40.7357214,-73.9829391
"3,295",1,1,245 E 19th St #17M,40.7357214,-73.9829391
"2,927",1,5,245 E 19th St #17P,40.7357214,-73.9829391
"2,750",1,1,133 E 17th St #6C,40.7357306,-73.9865353
"3,525",1,1,47 Perry St #2B,40.7357804,-74.0031367
"15,500",3,2,136 W 11th St #P1,40.73579,-73.9999349
"2,800",1,1,7 E 14th St #1522,40.735795,-73.9925067
"12,500",6,3,7 E 14th St #7D,40.735795,-73.9925067
"3,695",1,1,7 E 14th St #208,40.735795,-73.9925067
"2,650",1,3,7 E 14th St #824,40.735795,-73.9925067
"5,300",3,1,7 E 14th St #9,40.735795,-73.9925067
"2,800",1,1,266 W 11th St #3RW,40.7359,-74.004046
"9,300",6,2,365 1st Ave #4A,40.735956,-73.9796256
"9,500",3,1,6 W 14th St #4A,40.7359622,-73.9943661
"15,500",3,2,40 W 13th St #5R,40.7360406,-73.9963216
"3,850",1,1,157 E 18th St #3A,40.7360899,-73.9855513
"3,400",1,1,106 E 17th St #4R,40.7361028,-73.9883656
"3,500",1,1,25 W 13th St #1DS,40.7361101,-73.9954993
"3,200",1,1,69 5th Ave #3D,40.7361441,-73.9931636
"4,975",1,1,69 5th Ave #15F,40.7361441,-73.9931636
"2,700",1,6,51 Irving Pl #5A,40.736159,-73.987536
"2,500",1,1,323 E 21st St #2D,40.7362157,-73.9805245
"5,995",2,2,271 W 11th St #3AB,40.7362268,-74.0043237
"6,250",1,1,119 E 17th St #5A,40.7362357,-73.9877598
"4,495",3,1,342 E 22nd St #4C,40.7362481,-73.9793968
"19,000",4,3,496 Avenue Of The Americas,40.7362557,-73.9972871
"25,000",4,3,57 Irving Pl #6,40.736315,-73.98742
"3,850",1,1,201 E 19th St #10L,40.7363467,-73.9843658
"3,195",1,3,201 E 19th St #5C,40.7363467,-73.9843658
"3,800",1,2,101 W 12th St #16E,40.7363919,-73.9980059
"3,300",1,1,101 W 12th St #3X,40.7363919,-73.9980059
"2,395",1,9,315 E 21st St #5D,40.7363995,-73.9808544
"42,000",5,5,155 W 11th St #6,40.7365354,-74.000562
"3,600",1,1,301 E 21st St #5F,40.7366042,-73.9814134
"4,600",2,1,207 W 11th St #3,40.736629,-74.001621
"4,950",2,2,207 W 11th St #2,40.736629,-74.001621
"3,600",2,1,244 E 21st St #14F,40.7366353,-73.9824074
"3,200",1,1,96 5th Ave #7,40.7366418,-73.9935463
"3,725",1,1,W 13th St and Ave Of The Americas,40.7366617,-73.997364
"6,995",1,1,65 W 13th St #4D,40.7366739,-73.9966616
"3,100",1,2,E 15th St and W 15th St,40.7366894,-73.9931526
"3,300",1,2,E 15th St and W 15th St,40.7366894,-73.9931526
"4,500",2,1,E 15th St and W 15th St,40.7366894,-73.9931526
"3,995",1,1,31 Union Sq W #7B,40.7367037,-73.9908831
"5,038",1,1,780 Greenwich St #1P,40.7367093,-74.0066865
"5,313",1,1,780 Greenwich St #5EE,40.7367093,-74.0066865
"2,700",1,1,74 Irving Pl #R2,40.7367337,-73.9865447
"2,950",1,1,106 W 13th St #27,40.7367423,-73.9980647
"7,995",2,2,35 Bethune St #5B,40.7367848,-74.0076567
"5,500",1,1,385 1st Ave #8D,40.7367873,-73.9790282
"4,300",1,1,385 1st Ave #11F,40.7367873,-73.9790282
"24,000",3,3,160 W 12th St #76,40.7368274,-74.0001581
"3,675",1,1,112 W 13th St #00060J,40.7368356,-73.9982066
"5,300",2,1,112 W 13th St #00024J,40.7368356,-73.9982066
"2,950",1,8,77 5th Ave #18C,40.7368546,-73.992664
"5,400",2,2,20 Waterside Plz #200226,40.7368664,-73.972711
"5,400",2,2,20 Waterside Plz #200356,40.7368664,-73.972711
"2,333",1,2,20 Waterside Plz #200006,40.7368664,-73.972711
"3,850",1,1,20 Waterside Plz #200602,40.7368664,-73.972711
"3,500",1,1,10 Waterside Plz #37G,40.7368672,-73.9740576
"3,233",1,1,10 Waterside Plz #104,40.7368672,-73.9740576
"6,033",3,2,10 Waterside Plz #552,40.7368672,-73.9740576
"2,850",1,2,10 Waterside Plz #100310,40.7368672,-73.9740576
"3,850",1,1,10 Waterside Plz #100568,40.7368672,-73.9740576
"4,633",2,2,10 Waterside Plz #92,40.7368672,-73.9740576
"1,850",3,2,1st Ave and E 23rd St,40.7368841,-73.9785259
"3,350",1,1,10 W 15th St #926,40.7368926,-73.9941044
"3,995",3,1,201 E 20th St #7A,40.7368985,-73.984115
"3,690",1,1,321 E 22nd St #6F,40.736939,-73.9802505
"2,815",1,6,321 E 22nd St #5F,40.736939,-73.9802505
"3,690",1,1,321 E 22nd St #6U,40.736939,-73.9802505
"2,675",1,2,321 E 22nd St #3C,40.736939,-73.9802505
"2,905",1,2,321 E 22nd St #4O,40.736939,-73.9802505
"3,900",1,1,32 Gramercy Park S #3F,40.7369454,-73.9848904
"4,000",1,1,105 W 13th St #7A,40.7369605,-73.9976575
"7,750",2,2,340 E 23rd St #8M,40.7369621,-73.9794421
"7,500",2,2,340 E 23rd St #1B,40.7369621,-73.9794421
"2,800",1,1,340 E 23rd St #11J,40.7369621,-73.9794421
"2,995",1,1,340 E 23rd St #12B,40.7369621,-73.9794421
"2,895",1,6,340 E 23rd St #8J,40.7369621,-73.9794421
"2,900",1,1,128 W 13th St #33,40.7370544,-73.9987831
"4,595",3,1,233 E 21st St #4,40.7370616,-73.9824141
