SHELTER_ID,the_geom,CORNER,LOCATION,AT_BETWEEN,IN_SERVICE,LONGITUDE,LATITUDE
QN04553,POINT (-73.824477 40.781892),NE,WHITESTONE EXPWY,20 AV,Y,-73.824477,40.781892
QN04554,POINT (-73.820699 40.755773),SW,BOWNE ST,BEECH AV,Y,-73.820699,40.755773
QN04555,POINT (-73.81861 40.754094),NE,BOWNE ST,45 AV,Y,-73.81861,40.754094
QN04556,POINT (-73.823923 40.759559),SW,BOWNE ST,41 AV,Y,-73.823923,40.759559
QN04557,POINT (-73.807964 40.763585),SE,NORTHERN BLVD,157 ST,Y,-73.807964,40.763585
QN04560,POINT (-73.933927 40.740907),SE,48 AV,VAN DAM ST,Y,-73.933927,40.740907
QN04561,POINT (-73.928533 40.740284),SE,48 AV,37 ST,Y,-73.928533,40.740284
QN04563,POINT (-73.945691 40.750471),SE,21 ST,43 AV,Y,-73.945691,40.750471
QN04564,POINT (-73.952304 40.748835),SW,VERNON BLVD,44 DR & 45 ST,Y,-73.952304,40.748835
QN04566,POINT (-73.806896 40.587898),SE,ROCKAWAY BEACH BLVD,BEACH 81 ST,Y,-73.806896,40.587898
QN04567,POINT (-73.84785 40.576127),NE,ROCKAWAY BEACH BLVD,BEACH 129 ST,Y,-73.84785,40.576127
QN04568,POINT (-73.864999 40.568841),SE,ROCKAWAY BEACH BLVD,BEACH 149 ST,Y,-73.864999,40.568841
QN04569,POINT (-73.781424 40.595184),SE,BEACH CHANNEL DR,BEACH 51 ST,Y,-73.781424,40.595184
QN04570,POINT (-73.817634 40.707358),SW,QUEENS BLVD,86 AV,Y,-73.817634,40.707358
QN04572,POINT (-73.929523 40.744166),SW,QUEENS BLVD,35 ST,Y,-73.929523,40.744166
QN04573,POINT (-73.923041 40.743419),SE,QUEENS BLVD,41 ST,Y,-73.923041,40.743419
QN04574,POINT (-73.916486 40.742657),SE,QUEENS BLVD,48 ST,Y,-73.916486,40.742657
QN04575,POINT (-73.819245 40.676467),NE,LEFFERTS BLVD,ROCKAWAY BLVD,Y,-73.819245,40.676467
QN04576,POINT (-73.887014 40.765328),NE,82 ST,ASTORIA BLVD,Y,-73.887014,40.765328
QN04578,POINT (-73.859734 40.73795100000001),NE,99 ST,58 AV,Y,-73.859734,40.737951
QN04579,POINT (-73.918997 40.730781),SE,48 ST,54 AV,Y,-73.918997,40.730781
QN04580,POINT (-73.902157 40.74098),SE,QUEENS BLVD,61 ST,Y,-73.902157,40.74098
QN04581,POINT (-73.829092 40.728291),SE,JEWEL AV,136 ST,Y,-73.829092,40.728291
QN04582,POINT (-73.800679 40.737926),SE,HORACE HARDING EXPWY,168 ST,Y,-73.800679,40.737926
QN04583,POINT (-73.71919 40.747139000000004),NW,LITTLE NECK PKWY,74 AV,Y,-73.71919,40.747139
QN04584,POINT (-73.79157800000002 40.725018),SW,UTOPIA PKWY,UNION TURNPIKE,Y,-73.791578,40.725018
QN04585,POINT (-73.811766 40.719042),SE,UNION TURNPIKE,150 ST,Y,-73.811766,40.719042
QN04586,POINT (-73.746721 40.735623),SW,UNION TURNPIKE,SPRINGFIELD BLVD,Y,-73.746721,40.735623
QN04587,POINT (-73.792006 40.706403),SW,JAMAICA AV,168 ST,Y,-73.792006,40.706403
QN04589,POINT (-73.905944 40.712416),SW,FOREST AV,HARMAN ST,Y,-73.905944,40.712416
QN0459,POINT (-73.786098 40.740689),SE,HORACE HARDING EXPWY,188 ST,Y,-73.786098,40.740689
QN04590,POINT (-73.941587 40.755039),SW,21 ST,40 AV,Y,-73.941587,40.755039
QN04591,POINT (-73.883568 40.747601),SE,ROOSEVELT AV,82 ST,Y,-73.883568,40.747601
QN04594,POINT (-73.858261 40.728907),NW,QUEENS BLVD,65 AV,Y,-73.858261,40.728907
QN04597,POINT (-73.942388 40.754206),NW,21 ST,41 AV,Y,-73.942388,40.754206
QN04598,POINT (-73.775658 40.673643),NE,GUY BREWER BLVD,134 AV,Y,-73.775658,40.673643
QN04599,POINT (-73.774422 40.680443),SE,BEDELL ST,BAISLEY BLVD,Y,-73.774422,40.680443
QN04600,POINT (-73.76807 40.676479),SE,BEDELL ST,133 AV,Y,-73.76807,40.676479
QN04601,POINT (-73.76592 40.67489),NW,BEDELL ST,134 AV,Y,-73.76592,40.67489
QN04602,POINT (-73.773259 40.679463),SW,BEDELL ST,127 AV,Y,-73.773259,40.679463
QN04603,POINT (-73.770891 40.677996),SE,BEDELL ST,130 AV,Y,-73.770891,40.677996
QN04604,POINT (-73.770865 40.678221),SW,BEDELL ST,130 AV,Y,-73.770865,40.678221
QN04605,POINT (-73.778144 40.676906),NE,GUY BREWER BLVD,130 AV,Y,-73.778144,40.676906
QN04606,POINT (-73.842634 40.670813),NE,CROSS BAY BLVD,149 AV,Y,-73.842634,40.670813
QN04607,POINT (-73.839257 40.686104),SW,101 AV,104 ST,Y,-73.839257,40.686104
QN04609,POINT (-73.874281 40.735088),NW,56 AV,QUEENS BLVD,Y,-73.874281,40.735088
QN04611,POINT (-73.927009 40.738775),NE,GREENPOINT AV,39 ST,Y,-73.927009,40.738775
QN04612,POINT (-73.750146 40.739944),NE,SPRINGFIELD BLVD,76 AV,Y,-73.750146,40.739944
QN04613,POINT (-73.765726 40.692187),NW,LINDEN BLVD,NEWBURG ST,Y,-73.765726,40.692187
QN04614,POINT (-73.860819 40.740008),NW,99 ST,55 AV,Y,-73.860819,40.740008
QN04616,POINT (-73.854257 40.700613),SE,WOODHAVEN BLVD,FOREST PARK DR,Y,-73.854257,40.700613
QN04617,POINT (-73.717344 40.74375),SE,LITTLE NECK PKWY,UNION TURNPIKE,Y,-73.717344,40.74375
QN04620,POINT (-73.841673 40.769081),SW,COLLEGE PT BLVD,31 AV,Y,-73.841673,40.769081
QN04621,POINT (-73.874733 40.735157),NW,QUEENS BLVD,56 AV,Y,-73.874733,40.735157
QN04622,POINT (-73.772592 40.68557500000001),SE,MERRICK BLVD,VICTORIA RD,Y,-73.772592,40.685575
QN04623,POINT (-73.735016 40.733562),NE,HILLSIDE AV,WINCHESTER BLVD,Y,-73.735016,40.733562
QN04624,POINT (-73.787077 40.788973),NS,CROSS ISLAND PKWY,ESTATES LANE,Y,-73.787077,40.788973
QN04625,POINT (-73.775838 40.74291),SW,HORACE HARDING EXPWY,FRANCIS LEWIS BLVD,Y,-73.775838,40.74291
QN04626,POINT (-73.770097 40.731473),SW,FRANCIS LEWIS BLVD,UNION TURNPIKE,Y,-73.770097,40.731473
QN04627,POINT (-73.854858 40.700588),NW,WOODHAVEN BLVD,FOREST PKWY,Y,-73.854858,40.700588
QN04628,POINT (-73.762063 40.71983),SW,HILLSIDE AV,202 ST,Y,-73.762063,40.71983
QN04629,POINT (-73.787562 40.71191300000001),NE,HILLSIDE AV,175 ST,Y,-73.787562,40.711913
QN04631,POINT (-73.7581 40.699194),NE,MURDOCK AV,196 ST,Y,-73.7581,40.699194
QN04632,POINT (-73.891096 40.760377),SW,77 ST,30 AV,Y,-73.891096,40.760377
QN04633,POINT (-73.783098 40.684629),NE,GUY BREWER BLVD,FOCH BLVD,Y,-73.783098,40.684629
QN04634,POINT (-73.78083200000002 40.780239),NE,211 ST,23 AV,Y,-73.780832,40.780239
QN04637,POINT (-73.791532 40.72559),SE,UTOPIA PKWY,UNION TURNPIKE,Y,-73.791532,40.72559
QN04639,POINT (-73.795047 40.703677),NE,ARCHER AV,GUY BREWER BLVD,Y,-73.795047,40.703677
QN0464,POINT (-73.786578 40.740312),SW,188 ST,HORACE HARDING EXPWY,Y,-73.786578,40.740312
QN04640,POINT (-73.826462 40.769985),SE,UNION ST,BAYSIDE AV,Y,-73.826462,40.769985
QN04641,POINT (-73.794387 40.781493),SW,UTOPIA PKWY,169 St,Y,-73.794387,40.781493
QN04642,POINT (-73.78806500000002 40.673504),NE,SUTPHIN BLVD,ROCKAWAY BLVD,Y,-73.788065,40.673504
QN04643,POINT (-73.782755 40.78892),NW,CROSS ISLAND PKWY,212 ST,Y,-73.782755,40.78892
QN04644,POINT (-73.850836 40.735803),NE,62 DR,108 ST,Y,-73.850836,40.735803
QN04645,POINT (-73.790471 40.721111),SW,UTOPIA PKWY,KILDARE RD,Y,-73.790471,40.721111
QN04646,POINT (-73.774628 40.672279),NE,GUY BREWER BLVD,137 AV,Y,-73.774628,40.672279
QN04647,POINT (-73.910412 40.77583),SE,DITMARS BLVD,31 ST,Y,-73.910412,40.77583
QN04648,POINT (-73.790107 40.711879),NE,HILLSIDE AV,172 ST,Y,-73.790107,40.711879
QN04649,POINT (-73.919536 40.765943),SE,30 AV,33 ST,Y,-73.919536,40.765943
QN04651,POINT (-73.872974 40.727990000000005),SE,ELIOT AV,85 ST,Y,-73.872974,40.72799
QN04652,POINT (-73.785919 40.689392),SE,GUY BREWER BLVD,SAYRES AV,Y,-73.785919,40.689392
QN04654,POINT (-73.796227 40.773188),SW,FRANCIS LEWIS BLVD,168 ST,Y,-73.796227,40.773188
QN04655,POINT (-73.793684 40.739313),NE,HORACE HARDING EXPWY,175 PL,Y,-73.793684,40.739313
QN04656,POINT (-73.778696 40.69187),NW,LINDEN BLVD,172 ST,Y,-73.778696,40.69187
QN04657,POINT (-73.768139 40.676275),SW,BEDELL ST,133 AV,Y,-73.768139,40.676275
QN04659,POINT (-73.907145 40.74157),SE,QUEENS BLVD,58 ST,Y,-73.907145,40.74157
QN0466,POINT (-73.82072 40.724977),NE,MAIN ST,73 AV,Y,-73.82072,40.724977
QN04660,POINT (-73.795784 40.592783),SE,BEACH CHANNEL DR,BEACH 67 ST,Y,-73.795784,40.592783
QN04661,POINT (-73.878831 40.756499),NE,89 ST,NORTHERN BLVD,Y,-73.878831,40.756499
QN04662,POINT (-73.787697 40.70755),SE,JAMAICA AV,172 ST,Y,-73.787697,40.70755
QN04663,POINT (-73.851788 40.682706),NE,101 AV,88 ST,Y,-73.851788,40.682706
QN04664,POINT (-73.908075 40.75673),SW,51 ST,31 AV,Y,-73.908075,40.75673
QN04665,POINT (-73.775375 40.595618),SE,BEACH CHANNEL DR,BEACH 44 ST,Y,-73.775375,40.595618
QN04666,POINT (-73.814303 40.76257),NW,41 AV,150 ST,Y,-73.814303,40.76257
QN04667,POINT (-73.779383 40.678048),SE,GUY BREWER BLVD,BAISLEY BLVD,Y,-73.779383,40.678048
QN04668,POINT (-73.781 40.753318),NW,47 AV,FRANCIS LEWIS BLVD,Y,-73.781,40.753318
QN04669,POINT (-73.926286 40.771989),SW,21 ST,ASTORIA BLVD (27 AV),Y,-73.926286,40.771989
QN04670,POINT (-73.853159 40.721957),NE,BURNS ST,YELLOWSTONE BLVD,Y,-73.853159,40.721957
QN04671,POINT (-73.874996 40.702347),SE,MYRTLE AV,73 PL,Y,-73.874996,40.702347
QN04672,POINT (-73.844838 40.679958),SW,CROSS BAY BLVD,LIBERTY AV,Y,-73.844838,40.679958
QN04673,POINT (-73.802263 40.694754),NE,SUTPHIN BLVD,SOUTH RD,Y,-73.802263,40.694754
QN04674,POINT (-73.803578 40.717109),SW,164 ST,82 RD,Y,-73.803578,40.717109
QN04675,POINT (-73.803485 40.718106),NE,164 ST,82 RD,Y,-73.803485,40.718106
QN04676,POINT (-73.759724 40.721205),NW,FRANCIS LEWIS BLVD,HILLSIDE AV,Y,-73.759724,40.721205
QN04677,POINT (-73.774441 40.66048700000001),NW,ROCKAWAY BLVD,147 AV,Y,-73.774441,40.660487
QN04678,POINT (-73.726739 40.740931),NE,UNION TURNPIKE,CROSS ISLAND PKWY,Y,-73.726739,40.740931
QN04679,POINT (-73.775331 40.742902),SE,FRANCIS LEWIS BLVD,HORACE HARDING EXPWY,Y,-73.775331,40.742902
QN04681,POINT (-73.755887 40.679924),SW,MERRICK BLVD,PINEVILLE LANE,Y,-73.755887,40.679924
QN04682,POINT (-73.917436 40.771078),NW,HOYT AV NORTH,31 ST,Y,-73.917436,40.771078
QN04684,POINT (-73.793593 40.779008),NE,UTOPIA PKWY,21 AV,Y,-73.793593,40.779008
QN04685,POINT (-73.814864 40.730711),NE,KISSENA BLVD,71 AV,Y,-73.814864,40.730711
QN04686,POINT (-73.90017 40.768595),SE,DITMARS BLVD,49 ST,Y,-73.90017,40.768595
QN04687,POINT (-73.842412 40.689833),SE,ATLANTIC AV,102 ST,Y,-73.842412,40.689833
QN04688,POINT (-73.841184 40.690177),SW,ATLANTIC AV,104 ST,Y,-73.841184,40.690177
QN04689,POINT (-73.942531 40.755811),SE,40 AV,12 ST,Y,-73.942531,40.755811
QN04690,POINT (-73.847399 40.728869),SE,108 ST,67 AV,Y,-73.847399,40.728869
QN04691,POINT (-73.874821 40.756555),SE,NORTHERN BLVD,93 ST,Y,-73.874821,40.756555
QN04692,POINT (-73.895998 40.700529),SE,DECATUR ST,MYRTLE AV,Y,-73.895998,40.700529
QN04693,POINT (-73.827803 40.765179),SE,UNION ST,35 AV,Y,-73.827803,40.765179
QN04694,POINT (-73.856583 40.670093),SW,LINDEN BLVD,79 ST,Y,-73.856583,40.670093
QN04695,POINT (-73.926536 40.771289),SE,21 ST,28 AV,Y,-73.926536,40.771289
QN04696,POINT (-73.896779 40.706398),SE,FRESH POND RD,PUTNAM AV,Y,-73.896779,40.706398
QN04697,POINT (-73.921093 40.716812000000004),SE,GRAND AV,47 ST,Y,-73.921093,40.716812
QN04698,POINT (-73.885776 40.721863),SW,ELIOT AV,74 ST,Y,-73.885776,40.721863
QN04699,POINT (-73.850962 40.735338),SW,108 ST,62 DR,Y,-73.850962,40.735338
QN04700,POINT (-73.839982 40.719962),NW,QUEENS BLVD,72 DR,Y,-73.839982,40.719962
QN04701,POINT (-73.915362 40.718414),SW,GRAND AV,54 ST,Y,-73.915362,40.718414
QN04702,POINT (-73.795514 40.724394),SE,UNION TURNPIKE,173 ST,Y,-73.795514,40.724394
QN04703,POINT (-73.768286 40.664294),SE,FARMERS BLVD,145 DR,Y,-73.768286,40.664294
QN04704,POINT (-73.801679 40.702127000000004),NE,ARCHER AV,153 ST,Y,-73.801679,40.702127
QN04705,POINT (-73.80158700000001 40.702153),NE,ARCHER AV,153 ST,Y,-73.801587,40.702153
QN04706,POINT (-73.731153 40.732563),SE,HILLSIDE AV,235 CT,Y,-73.731153,40.732563
QN04708,POINT (-73.78515 40.688089000000005),NE,GUY BREWER BLVD,115 AV,Y,-73.78515,40.688089
QN04709,POINT (-73.794778 40.705588),NE,JAMAICA AV,165 ST,Y,-73.794778,40.705588
QN04711,POINT (-73.790548 40.723116),SW,UTOPIA PKWY,80 DR,Y,-73.790548,40.723116
QN04712,POINT (-73.834159 40.649533),SE,165 AV,96 ST,Y,-73.834159,40.649533
QN04713,POINT (-73.730944 40.711954),SE,HEMPSTEAD AV,225 ST,Y,-73.730944,40.711954
QN04714,POINT (-73.932961 40.774477000000005),SE,27 AV,4 ST,Y,-73.932961,40.774477
QN04715,POINT (-73.838743 40.776156),SE,ULMER ST,25 AV,Y,-73.838743,40.776156
QN04716,POINT (-73.762756 40.723775),NE,FRANCIS LEWIS BLVD,86 RD,Y,-73.762756,40.723775
QN04717,POINT (-73.918609 40.75382),NE,NORTHERN BLVD,44 ST,Y,-73.918609,40.75382
QN04718,POINT (-73.851526 40.731929),NE,YELLOWSTONE BLVD,64 RD,Y,-73.851526,40.731929
QN04719,POINT (-73.784267 40.686184000000004),SW,GUY BREWER BLVD,116 AV,Y,-73.784267,40.686184
QN04721,POINT (-73.88237 40.767267),SE,23 AV,87 ST,Y,-73.88237,40.767267
QN04722,POINT (-73.717379 40.744288),NW,UNION TURNPIKE,LITTLE NECK PKWY,Y,-73.717379,40.744288
QN04723,POINT (-73.717419 40.744265),NW,UNION TURNPIKE,LITTLE NECK PKWY,Y,-73.717419,40.744265
QN04724,POINT (-73.825832 40.689825),SE,LEFFERTS BLVD,101 AV,Y,-73.825832,40.689825
QN04725,POINT (-73.89077 40.701174),NW,MYRTLE AV,65 ST,Y,-73.89077,40.701174
QN04726,POINT (-73.876248 40.702373),NW,MYRTLE AV,73 ST,Y,-73.876248,40.702373
QN04727,POINT (-73.844412 40.709494),NW,METROPOLITAN AV,75 AV,Y,-73.844412,40.709494
QN04728,POINT (-73.880269 40.735729),SE,GRAND AV,VAN HORN ST,Y,-73.880269,40.735729
QN04729,POINT (-73.802722 40.707373),SW,PARSONS BLVD,HILLSIDE AV,Y,-73.802722,40.707373
QN04730,POINT (-73.895701 40.704213),NE,FRESH POND RD,CATALPA AV,Y,-73.895701,40.704213
QN04731,POINT (-73.785775 40.688749),SW,GUY BREWER BLVD,LINDEN BLVD,Y,-73.785775,40.688749
QN04732,POINT (-73.838993 40.776084),SW,ULMER ST,25 AV,Y,-73.838993,40.776084
QN04733,POINT (-73.825563 40.712234),NW,QUEENS BLVD,HOOVER AV,Y,-73.825563,40.712234
QN04734,POINT (-73.854106 40.72169),NE,YELLOWSTONE BLVD,CLYDE ST,Y,-73.854106,40.72169
QN04735,POINT (-73.808659 40.701874),NW,JAMAICA AV,146 ST,Y,-73.808659,40.701874
QN04736,POINT (-73.835725 40.78177),NE,20 AV,132 ST,Y,-73.835725,40.78177
QN04737,POINT (-73.757267 40.679666),NE,MERRICK BLVD,MONTAUK ST,Y,-73.757267,40.679666
QN04739,POINT (-73.759865 40.720964),NW,HILLSIDE AV,FRANCIS LEWIS BLVD,Y,-73.759865,40.720964
QN04742,POINT (-73.917463 40.771101),NW,HOYT AV NORTH,31 ST,Y,-73.917463,40.771101
QN04745,POINT (-73.79178 40.704701),SW,ARCHER AV,168 ST,Y,-73.79178,40.704701
QN04746,POINT (-73.896883 40.754459),NW,NORTHERN BLVD,70 ST,Y,-73.896883,40.754459
QN04747,POINT (-73.818974 40.711163),SW,MAIN ST,139 ST,Y,-73.818974,40.711163
QN04748,POINT (-73.918711 40.778796),SE,21 ST,23 AV,Y,-73.918711,40.778796
QN04749,POINT (-73.832433 40.781529),SE,20 AV,132 ST (PETRACCA PL),Y,-73.832433,40.781529
QN04750,POINT (-73.92956100000002 40.737613),SE,GREENPOINT AV,HUNTERS PT AV,Y,-73.929561,40.737613
QN04751,POINT (-73.918531 40.779184),NW,21 ST,22 DR,Y,-73.918531,40.779184
QN04752,POINT (-73.931329 40.740759),NE,48 AV,34 ST,Y,-73.931329,40.740759
QN04753,POINT (-73.900049 40.731256),SE,65 PL,53 AV,Y,-73.900049,40.731256
QN04755,POINT (-73.745104 40.730348),NE,SPRINGFIELD BLVD,HILLSIDE AV,Y,-73.745104,40.730348
QN04756,POINT (-73.83792 40.698581),SE,111 ST,86 AV,Y,-73.83792,40.698581
QN04757,POINT (-73.89234 40.758644),NE,31 AV,75 ST,Y,-73.89234,40.758644
QN04758,POINT (-73.898502 40.709262),NE,FRESH POND RD,GATES AV,Y,-73.898502,40.709262
QN04759,POINT (-73.832589 40.781771),NE,20 AV,TARGET ENT ( 132 ST),Y,-73.832589,40.781771
QN04760,POINT (-73.76997 40.683745),NW,MERRICK BLVD,BAISLEY BLVD,Y,-73.76997,40.683745
QN04761,POINT (-73.834869 40.781533),SE,20 AV,132 ST (OPP WALDBAUM'S ENT),Y,-73.834869,40.781533
QN04762,POINT (-73.852837 40.783896),SE,15 AV,114 ST,Y,-73.852837,40.783896
QN04763,POINT (-73.75992 40.720677),SE,HILLSIDE AV,205 ST,Y,-73.75992,40.720677
QN04765,POINT (-73.862672 40.737666),NW,57 AV,98 ST,Y,-73.862672,40.737666
QN04766,POINT (-73.837245 40.742398),SW,HORACE HARDING EXPWY,COLLEGE PT BLVD,Y,-73.837245,40.742398
QN04768,POINT (-73.76882 40.760206),SE,NORTHERN BLVD,BELL BLVD,Y,-73.76882,40.760206
QN04769,POINT (-73.818929 40.709924),SE,MAIN ST,MANTON ST,Y,-73.818929,40.709924
QN04770,POINT (-73.781603 40.781889),SE,211 ST,18 AV,Y,-73.781603,40.781889
QN04771,POINT (-73.854832 40.70656),SW,UNION TURNPIKE,TROTTING COURSE LANE,Y,-73.854832,40.70656
QN04773,POINT (-73.906387 40.772689),SW,STEINWAY ST,DITMARS BLVD,Y,-73.906387,40.772689
QN04776,POINT (-73.740973 40.732309),NW,HILLSIDE AV,229 ST,Y,-73.740973,40.732309
QN04777,POINT (-73.720865 40.751769),SE,LITTLE NECK PKWY,260 ST,Y,-73.720865,40.751769
QN04779,POINT (-73.829739 40.713588),SE,QUEENS BLVD,80 RD,Y,-73.829739,40.713588
QN04780,POINT (-73.87357 40.76829),SW,23 AV,97 ST,Y,-73.87357,40.76829
QN04781,POINT (-73.801905 40.77121),NW,29 AV,163 ST,Y,-73.801905,40.77121
QN04783,POINT (-73.821781 40.752897),SW,KISSENA BLVD,ELDER AV,Y,-73.821781,40.752897
QN04784,POINT (-73.916519 40.743162),NE,QUEENS BLVD,48 ST,Y,-73.916519,40.743162
QN04785,POINT (-73.7959 40.673757),SW,ROCKAWAY BLVD,143 ST,Y,-73.7959,40.673757
QN04786,POINT (-73.795791 40.673534),SW,143 ST,ROCKAWAY BLVD,Y,-73.795791,40.673534
QN04787,POINT (-73.816221 40.701112),SW,VAN WYCK EXPWY SRV RD,89 AV,Y,-73.816221,40.701112
QN04788,POINT (-73.871062 40.733132),SW,HOFFMAN DR,WOODHAVEN BLVD,Y,-73.871062,40.733132
QN04789,POINT (-73.789741 40.757949),NW,NORTHERN BLVD,192 ST,Y,-73.789741,40.757949
QN0479,POINT (-73.795335 40.73815),SW,HORACE HARDING EXPWY,64 AV,Y,-73.795335,40.73815
QN04790,POINT (-73.751221 40.707005),SW,FRANCIS LEWIS BLVD,HOLLIS AV,Y,-73.751221,40.707005
QN04791,POINT (-73.878321 40.758081),SW,90 ST,32 AV,Y,-73.878321,40.758081
QN04792,POINT (-73.7961 40.673995),NW,ROCKAWAY BLVD,143 ST,Y,-73.7961,40.673995
QN04793,POINT (-73.831814 40.692842),SE,ATLANTIC AV,114 ST,Y,-73.831814,40.692842
QN04794,POINT (-73.916871 40.743326),NW,48 ST,QUEENS BLVD,Y,-73.916871,40.743326
QN04795,POINT (-73.828982 40.70029),SW,JAMAICA AV,121 ST,Y,-73.828982,40.70029
QN04796,POINT (-73.864916 40.719979),SE,WOODHAVEN BLVD,65 RD,Y,-73.864916,40.719979
QN04797,POINT (-73.732473 40.760808),NW,HORACE HARDING EXPWY,MARATHON PKWY,Y,-73.732473,40.760808
QN04798,POINT (-73.823452 40.695021000000004),SE,ATLANTIC AV,124 ST,Y,-73.823452,40.695021
QN04799,POINT (-73.739022 40.711274),NE,HOLLIS AV,217 LANE,Y,-73.739022,40.711274
QN04800,POINT (-73.854293 40.732905),SW,63 RD,102 ST,Y,-73.854293,40.732905
QN04801,POINT (-73.933732 40.743199),NE,VAN DAM ST,47 AV,Y,-73.933732,40.743199
QN04802,POINT (-73.804678 40.724691),NE,164 ST,77 AV,Y,-73.804678,40.724691
QN04803,POINT (-73.748898 40.715359),NW,JAMAICA AV,HOLLIS CT BLVD,Y,-73.748898,40.715359
QN04804,POINT (-73.935662 40.744886),SE,THOMPSON AV,31 PL,Y,-73.935662,40.744886
QN04807,POINT (-73.804397 40.738759),NE,HORACE HARDING EXPWY,164 ST,Y,-73.804397,40.738759
QN04815,POINT (-73.919249 40.75917900000001),NW,BROADWAY,STEINWAY ST,Y,-73.919249,40.759179
QN04818,POINT (-73.759576 40.720831),SW,HILLSIDE AV,FRANCIS LEWIS BLVD,Y,-73.759576,40.720831
QN04821,POINT (-73.819201 40.688246),NE,LIBERTY AV,125 ST,Y,-73.819201,40.688246
QN04823,POINT (-73.747203 40.708999),NW,HOLLIS AV,211 ST,Y,-73.747203,40.708999
QN04824,POINT (-73.932673 40.77292),NW,8 ST,ASTORIA BLVD,Y,-73.932673,40.77292
QN04840,POINT (-73.799715 40.759632),NW,NORTHERN BLVD,167 ST,Y,-73.799715,40.759632
QN04845,POINT (-73.814783 40.760379),SE,SANFORD AV,149 ST,Y,-73.814783,40.760379
QN04847,POINT (-73.824257 40.690527),NW,101 AV,121 ST,Y,-73.824257,40.690527
QN04848,POINT (-73.79625400000002 40.709689),NE,HILLSIDE AV,166 ST,Y,-73.796254,40.709689
QN04849,POINT (-73.800474 40.674387),NE,ROCKAWAY BLVD,140 ST,Y,-73.800474,40.674387
QN0485,POINT (-73.804935 40.736526000000005),SW,164 ST,65 AV,Y,-73.804935,40.736526
QN04850,POINT (-73.833794 40.747803),SW,COLLEGE PT BLVD,VAN WYCK EXPWY,Y,-73.833794,40.747803
QN04851,POINT (-73.740259 40.703678),NE,SPRINGFIELD BLVD,MURDOCK AV,Y,-73.740259,40.703678
QN04854,POINT (-73.921311 40.716951),NE,GRAND AV,47 ST,Y,-73.921311,40.716951
QN04855,POINT (-73.730233 40.680119),SE,237 ST,129 AV,Y,-73.730233,40.680119
QN04856,POINT (-73.824901 40.737169),NE,MAIN ST,CUNY LAW SCHOOL,Y,-73.824901,40.737169
QN0486,POINT (-73.791952 40.725947),NW,UTOPIA PKWY,UNION TURNPIKE,Y,-73.791952,40.725947
QN04861,POINT (-73.885389 40.75527),SW,82 ST,NORTHERN BLVD,Y,-73.885389,40.75527
QN04864,POINT (-73.9375 40.73517),NW,VAN DAM ST,REVIEW AV,Y,-73.9375,40.73517
QN04867,POINT (-73.858364 40.732164),SW,63 RD,98 PL,Y,-73.858364,40.732164
QN04868,POINT (-73.844163 40.72258),NE,108 ST,70 RD,Y,-73.844163,40.72258
QN04873,POINT (-73.788629 40.699766),SW,MERRICK BLVD,107 AV,Y,-73.788629,40.699766
QN04874,POINT (-73.788096 40.699633),NE,MERRICK BLVD,107 AV,Y,-73.788096,40.699633
QN04875,POINT (-73.944831 40.74159000000001),SW,49 AV,25 ST,Y,-73.944831,40.74159
QN04877,POINT (-73.827211 40.760949),SW,39 AV,UNION ST,Y,-73.827211,40.760949
QN04879,POINT (-73.827784 40.760819),SW,39 AV,UNION ST,Y,-73.827784,40.760819
QN04888,POINT (-73.801672 40.759993),NW,SANFORD AV,165 ST,Y,-73.801672,40.759993
QN04889,POINT (-73.848892 40.661429),NE,157 AV,84 ST,Y,-73.848892,40.661429
QN04890,POINT (-73.914748 40.764051),NW,STEINWAY ST,30 AV,Y,-73.914748,40.764051
QN04892,POINT (-73.7731 40.767862),NE,BELL BLVD,36 AV,Y,-73.7731,40.767862
QN04897,POINT (-73.825648 40.742895000000004),NW,MAIN ST,HORACE HARDING EXPWY,Y,-73.825648,40.742895
QN04899,POINT (-73.90807 40.720463),SE,GRAND AV,59 ST,Y,-73.90807,40.720463
QN0490,POINT (-73.793849 40.724969),SE,UNION TURNPIKE,175 ST,Y,-73.793849,40.724969
QN04900,POINT (-73.758673 40.761847),SW,NORTHERN BLVD,223 ST,Y,-73.758673,40.761847
QN04901,POINT (-73.843057 40.672776),NE,CROSS BAY BLVD,PITKIN AV,Y,-73.843057,40.672776
QN04903,POINT (-73.928734 40.768496),NE,21 ST,30 DR,Y,-73.928734,40.768496
QN04904,POINT (-73.828912 40.714555),SE,UNION TURNPIKE,QUEENS BLVD,Y,-73.828912,40.714555
QN04905,POINT (-73.727464 40.690497),NE,235 ST,LINDEN BLVD,Y,-73.727464,40.690497
QN04906,POINT (-73.73669100000001 40.738035),NW,UNION TURNPIKE,235 ST,Y,-73.736691,40.738035
QN04908,POINT (-73.757881 40.740879),SE,73 AV,BELL BLVD,Y,-73.757881,40.740879
QN04909,POINT (-73.815098 40.765565),NE,150 ST,NORTHERN BLVD,Y,-73.815098,40.765565
QN0491,POINT (-73.777939 40.73021),NW,UNION TURNPIKE,193 ST,Y,-73.777939,40.73021
QN04910,POINT (-73.864812 40.731288),NW,QUEENS BLVD,62 DR,Y,-73.864812,40.731288
QN04913,POINT (-73.849852 40.724061),SE,QUEENS BLVD,68 DR,Y,-73.849852,40.724061
