,Zip,price,bedrooms,bathrooms,addr,lat,lng,club_count,bar_count,grocery_count,pharmacy_count,theater_count,art_count,wine_count,restaurant_count,subway_count,bus_count,parking_count
12,1952,16650.0,4,3,200 N End Ave #14PQ,42.851812,-70.817716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1952,10750.0,3,2,200 N End Ave #12EF,42.851812,-70.817716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1952,4850.0,1,1,200 N End Ave #11D,42.851812,-70.817716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1952,9175.0,3,2,211 N End Ave #19E,42.852284000000004,-70.81814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1952,8975.0,3,2,211 N End Ave #15D,42.852284000000004,-70.81814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1952,4895.0,1,1,211 N End Ave #16J,42.852284000000004,-70.81814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1952,7150.0,2,2,211 N End Ave #15L,42.852284000000004,-70.81814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1952,4750.0,1,1,200 N End Ave #3L,42.851812,-70.817716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1952,7500.0,2,2,200 N End Ave #11H,42.851812,-70.817716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1952,9900.0,2,2,200 N End Ave #28D,42.851812,-70.817716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2035,6500.0,2,2,8 Beach St #2,42.085534,-71.2327497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2054,3495.0,1,1,78 Ridge St #4C,42.1720005,-71.36618490000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2072,2495.0,1,6,90 Washington St #20A,42.083481299999995,-71.0901652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2072,2825.0,1,1,90 Washington St #14C,42.083481299999995,-71.0901652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2072,2675.0,1,1,90 Washington St #7P,42.083481299999995,-71.0901652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2072,4125.0,3,1,90 Washington St #24M,42.083481299999995,-71.0901652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2114,10300.0,2,2,80 Franklin St #3,42.3820464,-71.08574449999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2145,3750.0,2,1,425 Broadway #3B,42.3961641,-71.09989940000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2148,3000.0,1,1,480 Main St #20G,42.4275271,-71.0676256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2174,3995.0,2,1,114 Ridge St #5A,42.4267612,-71.1589672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2174,2900.0,1,1,114 Ridge St #3F,42.4267612,-71.1589672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2174,2750.0,1,8,114 Ridge St #2D,42.4267612,-71.1589672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2359,5115.0,1,6,456 Washington St #29119,42.0848414,-70.786331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2359,9215.0,2,2,456 Washington St #29104,42.0848414,-70.786331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2359,39000.0,5,4,456 Washington St #9A,42.0848414,-70.786331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2359,9365.0,2,2,456 Washington St #29127,42.0848414,-70.786331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2359,17290.0,3,3,456 Washington St #29168,42.0848414,-70.786331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2458,4200.0,2,1,661 Washington St #3F,42.351711,-71.17005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2458,26500.0,3,2,471 Washington St #5,42.355695000000004,-71.19213420000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2767,3286.0,1,1,70 Pine St #4907,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2767,3462.0,1,1,70 Pine St #925,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2767,9000.0,3,2,70 Pine St #1103,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2767,5169.0,2,1,70 Pine St #2703,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2767,6817.0,2,2,70 Pine St #5105,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2767,7892.0,3,2,70 Pine St #720,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2767,6414.0,2,2,70 Pine St #1406,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2767,3360.0,1,3,70 Pine St #5407,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2767,4897.0,1,1,70 Pine St #5402,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2767,5945.0,2,2,70 Pine St #4404,41.961558600000004,-71.0255188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2908,3900.0,3,2,9 Pinehurst Ave #2-A,41.8376256,-71.4325679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2914,4900.0,2,2,80 John St #7G,41.8207468,-71.37090140000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,3664,2450.0,1,1,42 Bank St #43,-36.8900739,145.22679219999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,3664,3230.0,1,1,42 Bank St #65,-36.8900739,145.22679219999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,3766,4250.0,2,2,2 Bank St #20,43.6424716,-72.2498993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,3825,3865.0,1,1,756 Washington St #8B,43.258996200000006,-71.0297923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,3901,10500.0,2,2,10 Sullivan St #3C,43.266434000000004,-70.8642358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,3901,35000.0,3,3,10 Sullivan St #9A,43.266434000000004,-70.8642358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,4042,6875.0,2,2,20 River Ter #17A,43.6661638,-70.6008631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,4042,5675.0,1,1,20 River Ter #12J,43.6661638,-70.6008631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,4042,3400.0,1,9,20 River Ter #18-Q,43.6661638,-70.6008631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,4042,5450.0,1,1,20 River Ter #4K,43.6661638,-70.6008631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,4042,8350.0,2,2,20 River Ter #14L,43.6661638,-70.6008631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,4042,7400.0,2,2,20 River Ter #8E,43.6661638,-70.6008631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,4108,2300.0,2,1,289 Pleasant Ave #3,43.6693896,-70.18882459999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,4281,4985.0,2,2,15 Park Row #4M,44.2262495,-70.51390040000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,5401,6250.0,2,2,20 Pine St #1718,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,5401,3495.0,1,4,20 Pine St #1509,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,5401,4250.0,1,4,20 Pine St #1016,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5401,3000.0,1,4,20 Pine St #1009,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,5401,3400.0,1,4,20 Pine St #2315,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,5401,6350.0,2,2,20 Pine St #1713,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,5401,5800.0,2,2,20 Pine St #2607,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,5401,5200.0,1,1,20 Pine St #2505,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,5401,4200.0,1,2,20 Pine St #2606,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,5401,3200.0,1,2,20 Pine St #2010,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,5401,4600.0,2,1,20 Pine St #605,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,5401,3600.0,1,2,20 Pine St #915,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,5401,4350.0,1,1,20 Pine St #710,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,5401,3850.0,1,1,20 Pine St #612,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,5401,3950.0,1,3,20 Pine St #2201,44.4797523,-73.2148957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,6001,2450.0,1,1,28 Orchard St #4B,41.765534,-72.89255109999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,6096,2650.0,1,1,51 Spring St #15,41.930784499999994,-72.6308406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,6096,3200.0,1,1,32 Spring St #2,41.9304046,-72.6293786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,6437,7300.0,2,1,277 Church St #2,41.293823700000004,-72.68609690000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,6511,2450.0,1,3,1 Wall Street Ct #808,41.3080959,-72.9209965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,6511,2650.0,1,2,1 Wall Street Ct #602,41.3080959,-72.9209965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,6511,2350.0,1,1,1 Wall Street Ct #606,41.3080959,-72.9209965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,6770,4400.0,1,2,295 Church St #3,41.492496100000004,-73.054302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,6810,15500.0,2,2,77 White St #2,41.3974866,-73.45144930000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,6810,2400.0,1,1,4 Orchard St #2B,41.3894401,-73.4569809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,6810,9300.0,2,2,84-86 White St #7C,41.3971439,-73.45136579999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,6810,5500.0,1,1,84-86 White St #8B,41.3971439,-73.45136579999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,6810,7500.0,1,1,84-86 White St #6D,41.3971439,-73.45136579999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,6830,1999.0,1,1,48 Orchard St #1D,41.0423977,-73.59795190000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,7011,2438.0,1,2,20 Exchange Pl #532,40.8772382,-74.12528959999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,7011,2910.0,1,9,20 Exchange Pl #514,40.8772382,-74.12528959999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,7011,4500.0,2,2,20 Exchange Pl #206,40.8772382,-74.12528959999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,7011,3034.0,1,1,20 Exchange Pl #1414,40.8772382,-74.12528959999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,7011,2695.0,1,1,20 Exchange Pl #631,40.8772382,-74.12528959999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,7017,4700.0,1,1,15 William St #45C,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,7017,4250.0,1,1,15 William St #11C,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,7017,6000.0,2,2,15 William St #18H,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,7017,6600.0,2,2,15 William St #17A,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,7017,4500.0,1,1,15 William St #37C,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,7017,4250.0,1,1,15 William St #17G,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,7017,7000.0,1,2,15 William St #44K,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,7017,6100.0,2,2,15 William St #30I,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,7017,4250.0,1,1,15 William St #25G,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,7017,6500.0,1,2,15 William St #43J,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,7017,4400.0,1,1,15 William St #31F,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,7017,5950.0,2,2,15 William St #7H,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,7017,4100.0,1,1,15 William St #21D,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,7017,4200.0,1,1,15 William St #21B,40.7590799,-74.19592990000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,7030,6500.0,2,2,123 Washington St #53D,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
116,7030,8000.0,2,2,123 Washington St #45B,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117,7030,4450.0,1,1,123 Washington St #39D,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
118,7030,7395.0,2,2,123 Washington St #40B,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
119,7030,4695.0,1,1,123 Washington St #38G,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120,7030,5500.0,1,1,123 Washington St #54G,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,7030,4500.0,1,1,123 Washington St #41H,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,7030,7500.0,2,2,123 Washington St #49B,40.7381841,-74.03039609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
123,7050,3200.0,1,1,90 William St #9D,40.77008920000001,-74.22290229999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,7052,1625.0,1,1,41 Park Ter W #E7,40.781287,-74.236193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,7060,3300.0,1,1,217 E 5th St #3,40.6186885,-74.41706529999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,7060,7795.0,2,2,450 N End Ave #15B,40.6186882,-74.4519243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,7060,6695.0,2,2,450 N End Ave #21D,40.6186882,-74.4519243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,7104,3495.0,2,1,155 Ridge St #5K,40.75803270000001,-74.17699449999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,7107,1850.0,1,1,77 Park Ter E #D28,40.761952,-74.195991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,7302,4050.0,2,1,212 Grand St #5B,40.71617,-74.043253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,7306,2650.0,1,1,32 Jones St #5B,40.7296518,-74.0626441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,7621,1725.0,2,1,64 Hillside Ave #5K,40.922475299999995,-73.98966180000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,7626,1695.0,1,1,34 Hillside Ave #1P,40.9400129,-73.95616609999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,7631,5955.0,3,2,135 William St #2B,40.891424799999996,-73.9808157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,7631,6365.0,4,2,135 William St #7B,40.891424799999996,-73.9808157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,7928,4995.0,4,1,560 Main St #482,40.746398600000006,-74.3944813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,7928,4295.0,2,2,425 Main St #4E,40.7428764,-74.389641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,8033,3800.0,1,1,44 E End Ave #5FF,39.895247,-75.0416308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,8060,3650.0,1,1,56 Pine St #3A,39.9911325,-74.7850485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,8226,2700.0,2,1,80 Haven Ave #5D,39.2887725,-74.56670390000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,8611,6895.0,4,2,130 William St #12BJ,40.2061447,-74.74131290000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,8835,3025.0,1,1,55 W End Ave #R6B,40.5710576,-74.6206769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,8835,4915.0,2,2,55 W End Ave #S5M,40.5710576,-74.6206769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,8835,3195.0,1,1,200 W End Ave #6K,40.5744889,-74.6259896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,8835,6325.0,3,2,55 W End Ave #P32B,40.5710576,-74.6206769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,8835,2895.0,1,2,33 W End Ave #13B,40.570282299999995,-74.6190221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,8835,3300.0,1,3,200 W End Ave #7N,40.5744889,-74.6259896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,8873,1750.0,1,1,28 Arden St #5F,40.4947797,-74.4813131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,10001,6290.0,2,2,650 W 42nd St,40.7610401,-74.0002238,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
150,10001,2950.0,1,1,470 W 24th St #15F,40.74807070000001,-74.0034535,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
151,10001,4670.0,1,1,505 W 29th St #26387,40.7518109,-74.0018238,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
152,10001,6205.0,2,2,282 11th Ave,40.752242200000005,-74.004166,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
153,10001,4925.0,1,1,505 W 29th St #26419,40.7518109,-74.0018238,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
154,10001,6110.0,2,2,505 W 29th St #26106,40.7518109,-74.0018238,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
155,10001,6918.0,3,2,303 10th Ave #8A,40.750620399999995,-74.0023863,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
156,10001,5500.0,2,2,635 W 42nd St #35J,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
157,10001,4688.0,1,1,507 W 28th St #28L,40.7510826,-74.00227199999999,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
158,10001,3938.0,1,1,507 W 28th St #14A,40.7510826,-74.00227199999999,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
159,10001,4246.0,1,1,507 W 28th St #14K,40.7510826,-74.00227199999999,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
160,10001,5500.0,2,2,635 W 42nd St #42N,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
161,10001,5250.0,2,1,635 W 42nd St #26L,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
162,10001,4200.0,1,1,635 W 42nd St #40M,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
163,10001,5500.0,2,2,635 W 42nd St #35L,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
164,10001,5800.0,2,2,635 W 42nd St #31C,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
165,10001,5500.0,3,1,635 W 42nd St #41C,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
166,10001,4500.0,2,1,635 W 42nd St #22M,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
167,10001,4650.0,2,1,635 W 42nd St #37T,40.7618116,-73.9995588,1.0,158.0,35.0,9.0,2.0,4.0,10.0,403.0,7.0,15.0,34.0
